Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_900635735.1_32875_B01_genomic	KL2	K2	None	-+*	100.00%	99.70%	+49 bp	6 / 18 (33.3%)	KL2_01_galF,95.904%;KL2_03_wzi,100.0%;KL2_05_wzb,92.754%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_17_manB,100.0%	KL2_02_cpsACP;KL2_04_wza;KL2_06_wzc;KL2_07;KL2_08;KL2_09;KL2_12;KL2_13;KL2_14_wcaJ;KL2_15_gnd;KL2_16_manC;KL2_18_ugd	1	KL40_28_ugd,99.083%	0 / 18 (0%)		1	KL150_19_gmd,99.701%
GCA_900635925.1_36109_E01_genomic	KL80	K80	High	-	100.00%	99.99%	+1 bp	21 / 23 (91.3%)	KL80_01_galF,100.0%;KL80_02_cpsACP,100.0%;KL80_03_wzi,100.0%;KL80_04_wza,100.0%;KL80_05_wzb,100.0%;KL80_06_wzc,100.0%;KL80_07_wcaJ,100.0%;KL80_08_wcuD,100.0%;KL80_10_wbaZ,100.0%;KL80_11_wzy,100.0%;KL80_12,100.0%;KL80_13_wzx,100.0%;KL80_15_wcuS,100.0%;KL80_16_gnd,100.0%;KL80_17_manC,100.0%;KL80_18_manB,100.0%;KL80_19_rmlB,100.0%;KL80_20_rmlA,100.0%;KL80_21_rmlD,100.0%;KL80_22_rmlC,100.0%;KL80_23_ugd,100.0%	KL80_09_wcuE;KL80_14_wcuN	0		0 / 23 (0%)		5	KL80_19_rmlB,99.155%;KL150_19_gmd,98.209%;KL159_18_rmlD,99.327%;KL80_20_rmlA,98.966%;KL80_22_rmlC,98.919%
GCA_900635945.1_37430_C01_genomic	KL60	K60	High	-	100.00%	97.53%	-2 bp	17 / 20 (85%)	KL60_01_galF,99.331%;KL60_02_cpsACP,95.714%;KL60_03_wzi,97.28%;KL60_04_wza,99.736%;KL60_05_wzb,100.0%;KL60_06_wzc,99.441%;KL60_09_wcaO,98.953%;KL60_10_wbaZ,99.74%;KL60_11_wcaJ,99.785%;KL60_12_wcqX,99.459%;KL60_13_wcqY,99.291%;KL60_14_wcuH,99.638%;KL60_15_wzx,99.79%;KL60_17_gnd,99.574%;KL60_18_manC,98.729%;KL60_19_manB,100.0%;KL60_20_ugd,99.743%	KL60_07_wzy;KL60_08_wcqW;KL60_16	0		0 / 20 (0%)		3	KL14_19_manC,99.788%;KL30_19_manB,98.918%;KL150_19_gmd,97.612%
GCA_900635975.1_37509_E01_genomic	KL46	K46	None	-*	100.00%	98.67%	-22 bp	16 / 20 (80%)	KL46_01_galF,100.0%;KL46_02_cpsACP,90.674%;KL46_03_wzi,97.708%;KL46_04_wza,100.0%;KL46_05_wzb,100.0%;KL46_06_wzc,99.861%;KL46_07_wcaJ,100.0%;KL46_08_wcuD,99.744%;KL46_09_wzy,100.0%;KL46_10_wcuC,99.754%;KL46_11_wcuI,100.0%;KL46_13_wcuV,80.456%;KL46_17_gnd,99.787%;KL46_18_manC,99.364%;KL46_19_manB,99.781%;KL46_20_ugd,99.743%	KL46_12_wcuF;KL46_14_wclT;KL46_15_wzx;KL46_16_wckQ	0		0 / 20 (0%)		3	KL14_19_manC,99.788%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
GCA_900635995.1_38273_C01_genomic	KL2	K2	High	-	100.00%	98.39%	+2 bp	17 / 18 (94.4%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%	KL2_11_wzx	0		0 / 18 (0%)		4	KL40_03_wcpO,97.976%;KL40_04,99.752%;KL40_05_rfaG,99.213%;KL150_19_gmd,98.209%
GCA_900636025.1_38502_D01_genomic	KL3	K3	High	-	100.00%	99.97%	+2 bp	17 / 19 (89.5%)	KL3_01_galF,100.0%;KL3_02_cpsACP,99.567%;KL3_03_wzi,100.0%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,100.0%;KL3_10_pglJ,100.0%;KL3_11,100.0%;KL3_12,99.742%;KL3_13_wzx,100.0%;KL3_15_wbaZ,100.0%;KL3_16_gnd,100.0%;KL3_17_manC,100.0%;KL3_18_manB,100.0%;KL3_19_ugd,100.0%	KL3_06_wzc;KL3_14	0		0 / 19 (0%)		5	KL40_03_wcpO,99.595%;KL40_04,100.0%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.507%;KL150_19_gmd,84.685%
GCA_900636185.1_39282_B01_genomic	KL121	unknown (KL121)	None	-	100.00%	99.32%	-8 bp	20 / 24 (83.3%)	KL121_01_galF,99.331%;KL121_02_cpsACP,100.0%;KL121_03_wzi,99.791%;KL121_04_wza,100.0%;KL121_05_wzb,100.0%;KL121_06_wzc,100.0%;KL121_07_wzx,99.769%;KL121_08_wclT,99.624%;KL121_10_wctC,100.0%;KL121_11_wcqS,100.0%;KL121_12_wcqT,100.0%;KL121_13_wcqU,100.0%;KL121_14_gmd,100.0%;KL121_15_wcaG,99.696%;KL121_17_wcaI,100.0%;KL121_18_wcaJ,100.0%;KL121_21_gnd,100.0%;KL121_22_manC,100.0%;KL121_23_manB,99.781%;KL121_24_ugd,99.743%	KL121_09_wzy;KL121_16_wcaH;KL121_19;KL121_20_wcsO	0		0 / 24 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,98.507%
GCA_900636455.1_42166_D01_genomic	KL51	K51	Very high		100.00%	99.41%	+2 bp	16 / 16 (100%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.582%;KL51_04_wza,99.736%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.449%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_14_wcoZ,99.717%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%		0		0 / 16 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
GCA_900636985.1_45889_C01_genomic	KL29	K29	Good	+*	99.22%	93.25%	-235 bp	17 / 17 (100%)	KL29_01_galF,98.007%;KL29_02_cpsACP,90.517%;KL29_03_wzi,96.875%;KL29_04_wza,99.472%;KL29_05_wzb,100.0%;KL29_06_wzc,98.611%;KL29_07_wbaP,98.333%;KL29_08_wcuD,95.584%;KL29_09_wcuE,96.657%;KL29_10_wbaZ,93.717%;KL29_11_wckG,96.104%;KL29_12_wckH,96.296%;KL29_13_wzx,97.03%;KL29_14_glf,97.808%;KL29_15_gnd,99.147%;KL29_16_manC,98.941%;KL29_17_manB,98.687%		1	KL74_19_ugd,100.0%	0 / 17 (0%)		4	KL50_10,89.623%;KL169_16_manC,100.0%;KL169_17_manB,98.022%;KL150_19_gmd,85.075%
GCA_900637945.1_53421_E01_genomic	KL65	K65	None	?-+*	78.93%	72.45%	n/a	9 / 21 (42.9%)	KL65_01_galF,92.359%;KL65_03_wzi,93.621%;KL65_04_wza,89.446%;KL65_05_wzb,84.247%;KL65_06_wzc,80.471%;KL65_12_wcaJ,80.472%;KL65_19_gnd,95.833%;KL65_20_manC,86.441%;KL65_21_manB,87.965%	KL65_02_cpsACP;KL65_07_wzy;KL65_08_wcuC;KL65_09_wcuE;KL65_10_wcuO;KL65_11_wbaZ;KL65_13_wzx;KL65_14_wcuN;KL65_15_wcuS;KL65_16_rmlA;KL65_17_rmlC;KL65_18_rmlD	2	KL172_23_ugd,97.172%;KL79_20_rmlC,91.351%	0 / 21 (0%)		4	KL138_20_rmlB,96.62%;KL150_19_gmd,85.586%;KL52_20_rmlD,90.323%;KL184_21_rmlA,95.172%
GCA_900707015.1_38187_C01_genomic	KL147	unknown (KL147)	Very high		100.00%	99.93%	+2 bp	21 / 21 (100%)	KL147_01_galF,100.0%;KL147_02_cpsACP,99.524%;KL147_03_wzi,100.0%;KL147_04_wza,100.0%;KL147_05_wzb,100.0%;KL147_06_wzc,100.0%;KL147_07_wcaJ,100.0%;KL147_08,100.0%;KL147_09,100.0%;KL147_10_wcaO,99.738%;KL147_11_wcaN,100.0%;KL147_12_wbaZ,100.0%;KL147_13_neuA,100.0%;KL147_14_legI,100.0%;KL147_15,100.0%;KL147_16,100.0%;KL147_17,100.0%;KL147_18_gnd,100.0%;KL147_19_manC,100.0%;KL147_20_manB,100.0%;KL147_21_ugd,100.0%		0		0 / 21 (0%)		4	KL40_03_wcpO,98.583%;KL40_04,99.256%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%
GCA_900707025.1_38273_B01_genomic	KL5	K5	High	-	100.00%	99.97%	+2 bp	18 / 19 (94.7%)	KL5_01_galF,100.0%;KL5_02_cpsACP,99.524%;KL5_03_wzi,100.0%;KL5_04_wza,100.0%;KL5_05_wzb,100.0%;KL5_06_wzc,99.862%;KL5_07,100.0%;KL5_08_wzx,100.0%;KL5_09,100.0%;KL5_11,100.0%;KL5_12,100.0%;KL5_13,100.0%;KL5_14,100.0%;KL5_15_wcaJ,100.0%;KL5_16_gnd,100.0%;KL5_17_manC,100.0%;KL5_18_manB,100.0%;KL5_19_ugd,100.0%	KL5_10	0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.104%
GCA_901420185.1_36340_E02_genomic	KL30	K30	None	?-+	72.56%	95.78%	n/a	5 / 20 (25%)	KL30_05_wzb,98.611%;KL30_17_gnd,99.36%;KL30_18_manC,99.576%;KL30_19_manB,100.0%;KL30_20_ugd,99.486%	KL30_01_galF;KL30_02_cpsACP;KL30_03_wzi;KL30_04_wza;KL30_06_wzc;KL30_07_wcuL;KL30_08_wzx;KL30_09_wcuD;KL30_10_wzy;KL30_11_wckP;KL30_12_wckO;KL30_13_wckN;KL30_14;KL30_15_wcuG;KL30_16_wcaJ	3	KL104_15_wecB,83.065%;KL104_09_wzx,96.0%;KL104_08_wzx,98.413%	0 / 20 (0%)		0	
GCA_901420195.1_36340_C02_genomic	KL11	K11	High	-*	100.00%	92.39%	+16 bp	15 / 16 (93.8%)	KL11_01_galF,99.331%;KL11_02_cpsACP,91.905%;KL11_03_wzi,98.117%;KL11_04_wza,99.211%;KL11_05_wzb,98.621%;KL11_06_wzc,97.503%;KL11_08_wzy,97.429%;KL11_09_wcuP,91.233%;KL11_10_wclO,97.279%;KL11_11_wcuC,92.615%;KL11_12_gnd,99.145%;KL11_13,90.974%;KL11_14_wbaZ,93.137%;KL11_15_wzx,95.249%;KL11_16_ugd,98.715%	KL11_07_wcaJ	0		0 / 16 (0%)		3	KL14_19_manC,100.0%;KL30_19_manB,98.932%;KL150_19_gmd,99.403%
GCA_901420255.1_36005_C01_genomic	KL1	K1	None	-+	100.00%	99.41%	+794 bp	13 / 20 (65%)	KL1_01_galF,99.666%;KL1_02_cpsACP,96.667%;KL1_05_wzb,100.0%;KL1_08_wclY,99.72%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_14_wcaH,100.0%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%	KL1_03_wzi;KL1_04_wza;KL1_06_wzc;KL1_07_wzx;KL1_09_wzy;KL1_13_wcaG;KL1_15_wcaI	1	KL113_13_wcaG,94.983%	0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_901420355.1_37419_A02_genomic	KL1	K1	Very high		100.00%	99.48%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,99.756%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		1	KL40_05_rfaG,97.632%
GCA_901420375.1_37277_D01_genomic	KL39	K39	Good	-+	100.00%	99.54%	+2133 bp	19 / 20 (95%)	KL39_01_galF,99.666%;KL39_02_cpsACP,99.524%;KL39_03_wzi,99.791%;KL39_05_wzb,100.0%;KL39_06_wzc,99.583%;KL39_07,99.18%;KL39_08_wzy,100.0%;KL39_09_mshA,99.104%;KL39_10_epsH,100.0%;KL39_11_epsJ,99.701%;KL39_12_wzx,100.0%;KL39_13,100.0%;KL39_14,99.693%;KL39_15_wbaZ,100.0%;KL39_16_wcaJ,100.0%;KL39_17_gnd,99.787%;KL39_18_manC,100.0%;KL39_19_manB,99.781%;KL39_20_ugd,99.743%	KL39_04_wza	1	KL182_04_wza,81.948%	0 / 20 (0%)		3	KL40_04,99.007%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.403%
GCA_901420425.1_37637_C01_genomic	KL1	K1	High	-	100.00%	99.46%	-4 bp	17 / 20 (85%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.535%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%	KL1_08_wclY;KL1_09_wzy;KL1_10_wcsS	0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_901420465.1_38273_E01_genomic	KL30	K30	Good	-+	100.00%	99.58%	-3 bp	18 / 20 (90%)	KL30_01_galF,100.0%;KL30_02_cpsACP,100.0%;KL30_03_wzi,100.0%;KL30_04_wza,100.0%;KL30_05_wzb,100.0%;KL30_06_wzc,100.0%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,100.0%;KL30_10_wzy,100.0%;KL30_11_wckP,100.0%;KL30_12_wckO,100.0%;KL30_13_wckN,100.0%;KL30_16_wcaJ,100.0%;KL30_17_gnd,99.787%;KL30_18_manC,99.576%;KL30_19_manB,99.787%;KL30_20_ugd,99.486%	KL30_14;KL30_15_wcuG	1	KL104_18,88.618%	0 / 20 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.104%
GCA_901420485.1_36672_D01_genomic	KL121	unknown (KL121)	None	?-+	58.74%	96.06%	n/a	1 / 24 (4.2%)	KL121_23_manB,98.904%	KL121_01_galF;KL121_02_cpsACP;KL121_03_wzi;KL121_04_wza;KL121_05_wzb;KL121_06_wzc;KL121_07_wzx;KL121_08_wclT;KL121_09_wzy;KL121_10_wctC;KL121_11_wcqS;KL121_12_wcqT;KL121_13_wcqU;KL121_14_gmd;KL121_15_wcaG;KL121_16_wcaH;KL121_17_wcaI;KL121_18_wcaJ;KL121_19;KL121_20_wcsO;KL121_21_gnd;KL121_22_manC;KL121_24_ugd	1	KL160_01_galF,87.778%	0 / 24 (0%)		0	
GCA_901420495.1_36340_A01_genomic	KL111	unknown (KL111)	None	-	100.00%	99.82%	+1208 bp	12 / 17 (70.6%)	KL111_01_galF,100.0%;KL111_03_wzi,99.791%;KL111_04_wza,97.082%;KL111_05_wzb,100.0%;KL111_06_wzc,100.0%;KL111_07_wzy,99.74%;KL111_10,100.0%;KL111_11_wzy,100.0%;KL111_12_wcuL,100.0%;KL111_13_wctD,99.632%;KL111_16_gnd,100.0%;KL111_17_ugd,100.0%	KL111_02_cpsACP;KL111_08_wckT;KL111_09;KL111_14;KL111_15_wcaJ	0		0 / 17 (0%)		3	KL50_10,99.434%;KL150_19_gmd,99.104%;KL111_05_wzb,100.0%
GCA_901420515.1_37430_D01_genomic	KL63	K63	None	-+	100.00%	99.13%	-26 bp	6 / 20 (30%)	KL63_01_galF,100.0%;KL63_02_cpsACP,100.0%;KL63_04_wza,100.0%;KL63_05_wzb,100.0%;KL63_08_wcsD,100.0%;KL63_12_gmd,100.0%	KL63_03_wzi;KL63_06_wzc;KL63_07_wbaP;KL63_09_wzx;KL63_10_wzy;KL63_11_wcsE;KL63_13_wcaG;KL63_14;KL63_15_wcaI;KL63_16;KL63_17_gnd;KL63_18_manC;KL63_19_manB;KL63_20_ugd	2	KL122_18_manB,84.248%;KL114_03_wzi,88.312%	0 / 20 (0%)		2	KL150_19_gmd,98.209%;KL150_19_gmd,84.985%
GCA_901420575.1_38109_B02_genomic	KL22	K22	Very high		100.00%	99.49%	+1 bp	18 / 18 (100%)	KL22_01_galF,100.0%;KL22_02_cpsACP,99.524%;KL22_03_wzi,100.0%;KL22_04_wza,99.737%;KL22_05_wzb,100.0%;KL22_06_wzc,100.0%;KL22_07_wzy,99.476%;KL22_08,100.0%;KL22_09,98.993%;KL22_10_wfeD,99.588%;KL22_11_wzx,100.0%;KL22_12_rutE,99.725%;KL22_13,100.0%;KL22_14,100.0%;KL22_15_wcaJ,100.0%;KL22_16_gnd,99.787%;KL22_17,99.703%;KL22_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,100.0%
GCA_901420605.1_38389_G01_genomic	KL22	K22	Very high		100.00%	99.97%	+1 bp	18 / 18 (100%)	KL22_01_galF,100.0%;KL22_02_cpsACP,100.0%;KL22_03_wzi,100.0%;KL22_04_wza,100.0%;KL22_05_wzb,100.0%;KL22_06_wzc,99.724%;KL22_07_wzy,100.0%;KL22_08,100.0%;KL22_09,99.664%;KL22_10_wfeD,100.0%;KL22_11_wzx,100.0%;KL22_12_rutE,100.0%;KL22_13,100.0%;KL22_14,99.757%;KL22_15_wcaJ,100.0%;KL22_16_gnd,99.787%;KL22_17,100.0%;KL22_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,96.842%;KL150_19_gmd,98.507%
GCA_901420645.1_38445_A01_genomic	KL47	K47	High	-	100.00%	99.99%	-1 bp	18 / 19 (94.7%)	KL47_01_galF,100.0%;KL47_02_cpsACP,100.0%;KL47_03_wzi,100.0%;KL47_04_wza,100.0%;KL47_05_wzb,100.0%;KL47_06_wzc,100.0%;KL47_07_wcaJ,100.0%;KL47_08_wcaA,100.0%;KL47_09,100.0%;KL47_10_wcqC,100.0%;KL47_12_wcuT,100.0%;KL47_13_wzx,100.0%;KL47_14_gnd,100.0%;KL47_15_rmlB,100.0%;KL47_16_rmlA,100.0%;KL47_17_rmlD,100.0%;KL47_18_rmlC,100.0%;KL47_19_ugd,100.0%	KL47_11_wzy	0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
GCA_901420755.1_38977_E01_genomic	KL1	K1	Good	-+	100.00%	99.48%	-2 bp	19 / 20 (95%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.312%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.359%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%	KL1_03_wzi	1	KL114_03_wzi,95.973%	0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_901420785.1_39610_C01_genomic	KL2	K2	None	-+*	100.00%	99.87%	+6 bp	14 / 18 (77.8%)	KL2_01_galF,100.0%;KL2_02_cpsACP,90.955%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.245%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,99.25%;KL2_12,98.96%;KL2_13,100.0%;KL2_14_wcaJ,99.571%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_18_ugd,100.0%	KL2_03_wzi;KL2_07;KL2_11_wzx;KL2_17_manB	2	KL136_03_wzi,98.896%;KL137_19,99.474%	0 / 18 (0%)		1	KL150_19_gmd,99.701%
GCA_901420795.1_40087_E01_genomic	KL43	K43	Very high		100.00%	99.77%	+776 bp	19 / 19 (100%)	KL43_01_galF,100.0%;KL43_02_cpsACP,100.0%;KL43_03_wzi,99.792%;KL43_04_wza,100.0%;KL43_05_wzb,100.0%;KL43_06_wzc,100.0%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,100.0%;KL43_10_wcpY,100.0%;KL43_11_wcuE,100.0%;KL43_12_wbaZ,100.0%;KL43_13_wcuV,100.0%;KL43_14_wzx,100.0%;KL43_15_wcpZ,100.0%;KL43_16_gnd,100.0%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,99.486%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.209%
GCA_901420815.1_39641_D01_genomic	KL9	K9	Good	-+	100.00%	99.97%	+1200 bp	18 / 19 (94.7%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,99.861%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,99.744%;KL9_11,100.0%;KL9_12,100.0%;KL9_13_wzx,99.762%;KL9_15_rmlB,100.0%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%	KL9_14_gnd	1	KL160_16_gnd,95.683%	0 / 19 (0%)		3	KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
GCA_901420825.1_39641_E02_genomic	KL24	K24	None	-+	100.00%	99.86%	-1 bp	11 / 19 (57.9%)	KL24_01_galF,100.0%;KL24_02_cpsACP,99.524%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_07_wcuD,99.738%;KL24_14_wzy,100.0%;KL24_15_wzx,99.791%;KL24_16_gnd,99.574%;KL24_17_manC,100.0%;KL24_18_manB,100.0%;KL24_19_ugd,100.0%	KL24_03_wzi;KL24_06_wzc;KL24_08_wcuC;KL24_09_wcuV;KL24_10_wbaZ;KL24_11_wcaJ;KL24_12_wcuE;KL24_13_wcuG	1	KL114_03_wzi,95.973%	0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.104%
GCA_901420845.1_38502_A01_genomic	KL54	K54	High	-*	100.00%	94.38%	+2 bp	18 / 20 (90%)	KL54_01_galF,98.328%;KL54_02_cpsACP,91.905%;KL54_03_wzi,97.5%;KL54_05_wzb,96.552%;KL54_06_wzc,96.932%;KL54_08_wzx,96.324%;KL54_09_wzy,96.676%;KL54_10_wckB,97.778%;KL54_11_wcoS,95.765%;KL54_12_gmd,99.732%;KL54_13_wcaG,95.666%;KL54_14_wcaH,94.771%;KL54_15_wcaI,92.84%;KL54_16_wcaJ,99.359%;KL54_17_gnd,99.787%;KL54_18_manC,99.576%;KL54_19_manB,99.781%;KL54_20_ugd,99.743%	KL54_04_wza;KL54_07_wclU	0		0 / 20 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,98.507%
GCA_901420855.1_38445_B01_genomic	KL49	K49	Good	+	100.00%	99.99%	0 bp	18 / 18 (100%)	KL49_01_galF,100.0%;KL49_02_cpsACP,100.0%;KL49_03_wzi,100.0%;KL49_04_wza,100.0%;KL49_05_wzb,100.0%;KL49_06_wzc,100.0%;KL49_07_wbaP,100.0%;KL49_08_wzy,100.0%;KL49_09_wcuI,100.0%;KL49_10_wcuF,100.0%;KL49_11_wclK,100.0%;KL49_12_wclW,100.0%;KL49_13_wzx,100.0%;KL49_14_wcpF,100.0%;KL49_15,100.0%;KL49_16_gnd,100.0%;KL49_17_manC,100.0%;KL49_18_manB,100.0%		1	KL131_21_ugd,100.0%	0 / 18 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,98.932%;KL150_19_gmd,84.985%
GCA_901420865.1_39888_A01_genomic	KL17	K17	High	-	100.00%	98.52%	-4 bp	19 / 20 (95%)	KL17_01_galF,100.0%;KL17_02_cpsACP,98.571%;KL17_03_wzi,98.117%;KL17_04_wza,99.471%;KL17_05_wzb,100.0%;KL17_07_wzy,98.874%;KL17_08_wctR,99.719%;KL17_09_wctS,99.643%;KL17_10_wctT,99.733%;KL17_11_wctU,99.728%;KL17_12_wcaJ,99.571%;KL17_13_wcmZ,99.656%;KL17_14_wzx,100.0%;KL17_15_gnd,99.36%;KL17_16_rmlB,99.437%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,99.459%;KL17_20_ugd,99.486%	KL17_06_wzc	0		0 / 20 (0%)		1	KL150_19_gmd,88.955%
GCA_901420875.1_36725_A01_genomic	KL62	K62	None	-+*	100.00%	99.72%	+19 bp	11 / 19 (57.9%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_07_wbaP,87.018%;KL62_08,100.0%;KL62_14,100.0%;KL62_15_wzx,99.511%;KL62_16_gnd,99.78%;KL62_18_manB,99.781%	KL62_06_wzc;KL62_09;KL62_10;KL62_11_wzy;KL62_12;KL62_13;KL62_17_manC;KL62_19_ugd	1	KL40_28_ugd,99.083%	0 / 19 (0%)		1	KL150_19_gmd,98.806%
GCA_901420925.1_39888_B01_genomic	KL18	K18	High	-*	100.00%	99.96%	0 bp	18 / 21 (85.7%)	KL18_01_galF,100.0%;KL18_02_cpsACP,100.0%;KL18_03_wzi,100.0%;KL18_04_wza,100.0%;KL18_05_wzb,100.0%;KL18_06_wzc,99.861%;KL18_07_wcaJ,100.0%;KL18_08_wcaA,100.0%;KL18_09_wcuM,100.0%;KL18_10_wbbL,100.0%;KL18_11_wckF,100.0%;KL18_12_wzy,100.0%;KL18_16_gnd,94.03%;KL18_17_rmlB,100.0%;KL18_18_rmlA,100.0%;KL18_19_rmlD,100.0%;KL18_20_rmlC,100.0%;KL18_21_ugd,100.0%	KL18_13;KL18_14_wcuH;KL18_15_wzx	0		0 / 21 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
