strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCA_900452145.2_36252_E01_genomic	Klebsiella pneumoniae	strong	4	5182190	5182190	5349087	no	-	ST322	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi50	unknown (KL17)	unknown (K17)	-	None	98.47%	KL17_08_wctR,KL17_09_wctS,KL17_10_wctT,KL17_11_wctU	O4	O4	*	Very high	99.72%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK36-56%	-	-	-	-	ST322	2	1	5	1	26	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452155.1_36725_F01_genomic	Klebsiella pneumoniae	strong	4	5395796	5395796	5626858	no	-	ST3777	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi25	unknown (KL25)	unknown (K25)	-+*	None	99.61%	KL25_01_galF,KL25_02_cpsACP,KL25_04_wza,KL25_05_wzb,KL25_07_wcaJ,KL25_09_wfeD	O3/O3a	O3/O3a	-	High	98.14%	O3/O3a_01_manC,O3/O3a_02_manB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-25	35Q	OmpK36-81%	-	-	-	-	ST3777	214	5	1	12	22	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452165.1_41315_F02_genomic	Klebsiella pneumoniae	strong	4	5291417	5291417	5554092	no	-	ST3769	2	0	1	0	ybt unknown	0	clb unknown	0	-	0	-	0	rmp 2A; plasmid/chr	9	-	-	unknown (KL3)	unknown (K3)	-+*	None	99.31%	KL3_04_wza,KL3_05_wzb,KL3_06_wzc,KL3_07_wcaJ,KL3_08,KL3_11,KL3_12,KL3_14,KL3_15_wbaZ,KL3_17_manC,KL3_18_manB,KL3_19_ugd	unknown (O1/O2v1)	unknown (O1/O2v1)	-	None	98.14%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK36-4%	PmrB-42%	-	-	-	ST3769	5	5	268	1	9	6	11	39*-30%	1*-40%	49*-72%	87-36%	1*-49%	115*-5%	123*-2%	1	36*-85%	49*-6%	108-9%	7-7%	6*-9%	1*-17%	3*-44%	1	3*	1*-23%	6*-3%	3*-88%	1*-20%	1*-50%	16*-22%	14*-4%	1	1	-	-	-	-	-	3*	-	-	-	25	8	7	-
GCA_900452175.1_36252_F01_genomic	Klebsiella pneumoniae	strong	3	5372429	5372429	5459316	no	-	ST48	1	0	2	0	ybt 10; ICEKp4 (truncated)	81-1LV	-	0	-	0	-	0	-	0	-	wzi167	unknown (KL124)	unknown (KL124)	-*	None	99.58%	KL124_09_wcuP,KL124_10_wclJ,KL124_12,KL124_13_wcuA	O1/O2v1	O1ab	none	Very high	98.31%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	MgrB-53%	GyrA-83F	-	-	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42*-77%	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452185.1_31769_G01_genomic	Klebsiella pneumoniae	strong	2	5283891	5283891	5497760	no	-	ST3816	3	0	0	0	-	0	-	0	iuc 1	1	iro 1	2	rmp 1; KpVP-1 (truncated)	114	rmpA2_6*-55%	wzi1	unknown (KL1)	unknown (K1)	-+*	None	99.76%	KL1_01_galF,KL1_04_wza,KL1_06_wzc,KL1_07_wzx,KL1_08_wclY,KL1_11_wcsT,KL1_12_gmd,KL1_15_wcaI,KL1_16_wcaJ,KL1_17_gnd,KL1_18_manC,KL1_19_manB,KL1_20_ugd	O1/O2v2	unknown (O1/O2v2)	-	High	99.12%	O1/O2v2_03_wbbM,O1/O2v2_08_gmlC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3816	223	1	1	256	9	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	4	1	1	75-9%	61	32-47%	-
GCA_900452195.1_36603_F01_genomic	Klebsiella pneumoniae	strong	7	5324915	5324915	6016889	no	-	ST3758	0	0	4	6	-	0	-	0	-	0	-	0	-	0	-	wzi46	unknown (KL61)	unknown (K61)	-+*	None	96.48%	KL61_01_galF,KL61_03_wzi,KL61_04_wza,KL61_05_wzb,KL61_06_wzc,KL61_10_wclP,KL61_12_wcqZ	O3/O3a	O3/O3a	-*	High	98.71%	O3/O3a_05_wbdD,O3/O3a_07_wbdB,O3/O3a_08_wbdC	aadA^;aadA^	-	-	-	-	-	catA1^;catA1^	-	sul1	tet(A).v1	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3758	4	1	1	1	21	1	522	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452205.1_36252_C01_genomic	Klebsiella pneumoniae	strong	3	5311967	5311967	5541373	no	-	ST48	2	0	2	2	ybt 17; ICEKp10	289	clb 3 (truncated)	17-1LV	-	0	-	0	-	0	-	wzi167	unknown (KL124)	unknown (KL124)	-	None	99.59%	KL124_06_wzc,KL124_07_wbaP,KL124_08_wctK,KL124_11_wzy,KL124_16_gnd	O1/O2v1	O1ab	none	Very high	98.30%		strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	PmrB-42%	-	-	-	ST48	2	5	2	2	7	1	10	6	15	5	4	11	28	26	2	11	4	2	2	10*-12%	2	2	2	2	2	8	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452235.1_38109_H02_genomic	Klebsiella pneumoniae	strong	2	5306349	5306349	5449588	no	-	ST500	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi34	KL34	K34	-	High	99.94%	KL34_02_cpsACP,KL34_07_wcaA	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.90%		-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK35-77%	-	-	-	-	ST500	2	6	1	72	4	4	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452315.1_38187_F01_genomic	Klebsiella pneumoniae	strong	3	5174446	5174446	5518611	no	-	ST299	0	0	1	2	-	0	-	0	-	0	-	0	-	0	-	wzi38	KL38	K38	none	Very high	98.22%		O1/O2v1	O1ab	-	High	98.25%	O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	sul2;sul2	-	-	-	-	-	-	-	-	SHV-1	-	-	-	-	-	-	ST299	2	10	1	1	56	24	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452335.1_37637_H02_genomic	Klebsiella variicola subsp. variicola	strong	3	5432496	5432496	5717148	no	-	ST1225	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi71	KL71	K71	-	High	100.00%	KL71_11_wclI	O5	O5	none	Very high	99.56%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-16^	-	-	-	-	-	-	ST1225	16	32	109	32	42	17	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452365.1_37637_A01_genomic	Klebsiella pneumoniae	strong	2	5253122	5253122	5443087	no	-	ST163	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi12	KL12	K12	-	High	99.89%	KL12_13_wckF,KL12_14_wckG,KL12_16_wzx	O1/O2v1	O1ab	none	Very high	97.67%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-36	35Q	OmpK36-10%	-	-	-	-	ST163	2	1	1	1	9	1	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452445.1_37637_G02_genomic	Klebsiella pneumoniae	strong	3	5288969	5288969	5312206	no	-	ST504	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi13	KL13	K13	none	Very high	99.97%		O1/O2v1	O1ab	-	High	98.67%	O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-42	25S	-	-	-	-	-	ST504	2	1	1	1	3	3	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452485.1_37554_C01_genomic	Klebsiella pneumoniae	strong	2	5319070	5319070	5509091	no	-	ST29	0	0	2	1	-	0	-	0	-	0	-	0	-	0	-	wzi8	KL8	K8	-*	High	99.83%	KL8_04_wza	O1/O2v2	O1ab	-	High	99.37%	O1/O2v2_01_wzm,O1/O2v2_03_wbbM,O1/O2v2_05_wbbN	-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	MgrB-0%	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452505.1_42842_G01_genomic	Klebsiella pneumoniae	strong	2	5229222	5229222	5387961	no	-	ST505	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	99.91%		O1/O2v1	O1ab	none	Very high	98.65%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108	35Q	-	-	-	-	-	ST505	7	1	5	1	1	1	84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452525.1_37509_C01_genomic	Klebsiella pneumoniae	strong	9	3448577	3448577	5554146	no	-	ST3782 (subsp. ozaenae)	3	0	0	0	-	0	-	0	iuc 2A (truncated)	29-2LV	iro unknown	0	rmp 2A; plasmid/chr (truncated)	115	-	-	unknown (KL1)	unknown (K1)	-	None	98.98%	KL1_02_cpsACP,KL1_03_wzi,KL1_04_wza,KL1_05_wzb,KL1_06_wzc,KL1_09_wzy,KL1_10_wcsS,KL1_13_wcaG,KL1_14_wcaH,KL1_15_wcaI,KL1_16_wcaJ,KL1_18_manC	O1/O2v1	O1ab	-	High	98.47%	O1/O2v1_03_wbbM,O1/O2v1_04_glf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST3782	216	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3*-33%	4*-45%	3	3	4	3*-14%	5*-50%	4*-57%	-	76-12%	9	39-77%	rmpA_91*-0%
GCA_900452625.1_37430_G01_genomic	Klebsiella pneumoniae	strong	4	5211559	5211559	5581685	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	116	-	wzi128	unknown (KL1)	unknown (K1)	-	None	99.44%	KL1_04_wza,KL1_07_wzx,KL1_08_wclY,KL1_16_wcaJ	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	73-54%	8	40	rmpA_91*-0%
GCA_900452635.1_37430_F01_genomic	Klebsiella michiganensis	strong	4	5698854	5698854	5971424	no	-	NA	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL66)	unknown (K66)	?-+	None	99.83%	KL66_05_wzb,KL66_07_wbaP,KL66_08_wcuI,KL66_10_wckC,KL66_11_wcuD,KL66_12,KL66_13_wbaZ,KL66_14_wzx,KL66_15,KL66_16_wcqF,KL66_20_ugd	O1/O2v1	unknown (O1/O2v1)	-+*	Good	72.31%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-5-2*-48%	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452725.1_38273_F01_genomic	Klebsiella pneumoniae	strong	4	5223160	5223160	5710011	no	-	ST77	1	0	0	0	ybt 9; ICEKp3 (truncated)	183-3LV	-	0	-	0	-	0	-	0	-	wzi56	unknown (KL55)	unknown (K55)	-*	None	96.15%	KL55_06_wzc,KL55_10_wcpI,KL55_11_wzy,KL55_13_wzx	O3/O3a	O3/O3a	none	Very high	98.07%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK35-14%;OmpK36-4%	-	-	sul2*-16%	-	ST77	4	1	1	1	1	1	35	5*-47%	11	6	5	1	25	22	9	5	13	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900461375.1_44787_C01_genomic	Klebsiella pneumoniae	strong	5	5042537	5042537	5298668	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	KL1	K1	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
GCA_900461445.1_44503_B02_genomic	Klebsiella pneumoniae	strong	6	4959154	4959154	5421263	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	20	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5*-2%	4	-	30	8	4-17%	rmpA_91*-0%
GCA_900461465.1_33119_A02_genomic	Klebsiella pneumoniae	strong	22	392867	913094	5660459	no	-	ST3762	0	0	3	1	-	0	-	0	-	0	-	0	-	0	-	wzi206	unknown (KL57)	unknown (K57)	?-+*	None	99.77%	KL57_03_wzi,KL57_12,KL57_13_vanT,KL57_14_wbaZ,KL57_15_gnd,KL57_18_ugd	O3/O3a	O3/O3a	-	High	97.65%	O3/O3a_04_wzt,O3/O3a_07_wbdB	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	PmrB-21%	GyrA-87N	CTX-M-26*-26%;SHV-209*-80%	-	ST3762	2	162	2	1	390	1	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900461475.1_44787_F01_genomic	Klebsiella pneumoniae	strong	9	4994047	4994047	5603228	no	-	ST3764	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr	14	-	wzi128	KL1	K1	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST3764	2	6	1	1	4	217	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	7	9	3	rmpA_91*-0%
GCA_900461485.1_31136_D01_genomic	Klebsiella pneumoniae	strong	5	3627608	3627608	5358975	no	-	ST3803 (subsp. ozaenae)	3	0	0	0	-	0	-	0	iuc 2A (truncated)	39-1LV	-	0	-	0	-	wzi127	unknown (KL4)	unknown (K4)	-+	None	99.77%	KL4_03_wcuG,KL4_06_wza,KL4_08_wzc,KL4_11_wzx,KL4_16_wcuI,KL4_19_wzi,KL4_20_wza,KL4_21_wzb,KL4_22_wzc,KL4_23_wcaJ,KL4_24_gnd	O1/O2v1	O2a	-	High	98.24%	O1/O2v1_03_wbbM,O1/O2v1_04_glf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OmpK35-19%;OmpK36-23%	-	-	SHV-11.v1*-87%	-	ST3803	10	166	1	253	12	4	9	-	-	-	-	4*-3%	11*-5%	11*-5%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5*-19%	4	3	5	6	-	-	-	-	31*	-	-	ybtS_106*-0%
GCA_900461495.1_36672_G01_genomic	Klebsiella michiganensis	strong	8	1614094	2480079	5919270	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL107)	unknown (KL107)	?-+*	None	75.46%	KL107_02_cpsACP,KL107_03_wzi,KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15,KL107_16_ugd	unknown (O1/O2v1)	unknown (O2a)	?-	None	73.12%	O1/O2v1_01_wzm,O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-1-3	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	117*	138*-19%	178*	49*	100*-10%	221*-3%	533*-24%	111*-25%	102*-18%	130*-20%	262*-25%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900461505.1_37554_D01_genomic	Klebsiella pneumoniae	strong	3	5276066	5276066	5517990	no	-	ST297	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi10	KL10	K10	-*	High	96.73%	KL10_09_wclP,KL10_10_wzx,KL10_12_wcaN	O1/O2v1	O1ab	-	High	97.80%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-133	-	-	-	-	-	-	ST297	31	1	1	37	3	27	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900461515.1_37419_G01_genomic	Klebsiella grimontii	strong	2	5848107	5848107	5859532	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL29)	unknown (K29)	-+*	None	99.78%	KL29_02_cpsACP,KL29_03_wzi,KL29_05_wzb,KL29_06_wzc,KL29_08_wcuD,KL29_09_wcuE,KL29_13_wzx,KL29_16_manC	unknown (O1/O2v1)	unknown (O1/O2v1)	-+*	None	72.22%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-6-3	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	117*-55%	138*	178*	49*	100*	221*	533*-85%	111*-49%	102*	130*	262*-59%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900478285.1_36005_G01_genomic	Klebsiella oxytoca	strong	1	5859982	5859982	5859982	no	-	NA	1	0	0	0	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL74)	unknown (K74)	-	None	99.95%	KL74_06_wzc,KL74_07_wbaP,KL74_10_wbaZ,KL74_11_wzy,KL74_13_wzx,KL74_14_wcuL,KL74_15_wcoW	OL104	unknown (OL104)	-	High	98.97%	OL104_05_wbdD,OL104_08_wbdC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-10*-85%	-	NA	-	-	-	-	-	-	-	2*-12%	138*	178*	148*	42*-74%	161*-14%	533*-1%	39*	57*-0%	124*-0%	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635105.1_36109_D01_genomic	Klebsiella oxytoca	strong	1	5856891	5856891	5856891	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL74)	unknown (K74)	-	None	99.97%	KL74_01_galF,KL74_10_wbaZ,KL74_11_wzy,KL74_12,KL74_13_wzx,KL74_15_wcoW	OL104	unknown (OL104)	-	High	98.99%	OL104_05_wbdD	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-10*	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	138*	178*	148*	42*	161*	533*-84%	39*	57*-0%	124*-0%	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635125.1_36252_B01_genomic	Klebsiella pneumoniae	strong	1	5093886	5093886	5093886	no	-	ST507	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL82)	unknown (K82)	+	Low	100.00%		O12	O12	-+*	Good	74.92%	O12_05_wbbL,O12_08_wbbB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST507	2	3	1	1	1	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635435.1_28021_A02_genomic	Klebsiella aerogenes	strong	13	791406	1497228	5265473	no	-	NA	0	0	0	0	-	0	-	0	-	0	iro unknown	0	-	0	-	-	unknown (KL186)	unknown (KL186)	?-*	None	79.77%	KL186_02_cpsACP,KL186_06_wzc,KL186_07_wbaP,KL186_08_wctK,KL186_09_wcuP,KL186_10_wclJ,KL186_11,KL186_15_wcuL,KL186_16_wcoW,KL186_19_rmlD,KL186_21_ugd	unknown (OL102)	unknown (OL102)	-*	None	82.68%	OL102_03_rfbD,OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25*	33*-0%	-	15*	-	-	-	-
GCA_900635735.1_32875_B01_genomic	Klebsiella pneumoniae	strong	1	5252633	5252633	5252633	no	-	ST3763	1	0	1	0	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi2	unknown (KL2)	unknown (K2)	-+*	None	99.70%	KL2_02_cpsACP,KL2_04_wza,KL2_06_wzc,KL2_07,KL2_08,KL2_09,KL2_12,KL2_13,KL2_14_wcaJ,KL2_15_gnd,KL2_16_manC,KL2_18_ugd	unknown (O1/O2v1)	unknown (O2a)	-	None	98.12%	O1/O2v1_01_wzm,O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OmpK35-18%	MgrB-49%;PmrB-42%	-	SHV-208*-89%	-	ST3763	211	4	267	247	391	1	525	5*-29%	5	6	5	1	9*-19%	218*-13%	9*-59%	5*-57%	5*-37%	4*-63%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635925.1_36109_E01_genomic	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	1	5124551	5124551	5124551	no	-	ST1226	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi80	KL80	K80	-	High	99.99%	KL80_09_wcuE,KL80_14_wcuN	O12	O12	none	Very high	98.88%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-B-5^	-	-	-	-	-	-	ST1226	42	22	26	64	11	13	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635945.1_37430_C01_genomic	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	1	5320817	5320817	5320817	no	-	ST1224	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi60	KL60	K60	-	High	97.53%	KL60_07_wzy,KL60_08_wcqW,KL60_16	O5	O5	*	High	94.03%		-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	OKP-B-2*	-	-	-	-	-	-	ST1224	18	67	26	63	142	38	169	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900635975.1_37509_E01_genomic	Klebsiella pneumoniae	strong	2	5284076	5284076	5507329	no	-	ST3572	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi26	unknown (KL46)	unknown (K46)	-*	None	98.67%	KL46_12_wcuF,KL46_14_wclT,KL46_15_wzx,KL46_16_wckQ	O3b	O3b	-	High	99.02%	O3b_05_wbdD,O3b_08_wbdC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-101*	-	-	-	-	-	-	ST3572	189	6	17	146	20	10	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
