Accession,Strain,Isolation_source,Culture_collection,Bioproject,BioSample,Host,Collection_date,Origin,lat,lon,Serovar,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,Species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
GCA_900451635.1_32512_G01_genomic,NCTC13442,Unknown,NCTC,PRJEB6403,SAMEA2742596,Unknown,Unknown,Unknown,NA,NA,Unknown,5636982,6,4719,5520382,939497,5520382,0,57.1,Klebsiella pneumoniae,353,Novel,"0,0,111,*,*,*,*,*,*,*",353,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,OXA-48,SHV-11^,35Q,-,-,-,Carb without colistin,KL110,unknown (KL110),Typeable,!,99.22%,-,O3b,O3b,Typeable,!,99.60%,-
GCA_900451645.1_58174_D01_genomic,NCTC13687,Right antral washout,NCTC,PRJEB6403,SAMEA104307701,Unknown,1917/1941,Unknown,NA,NA,Unknown,5389641,29,4414,1218354,185849,284353,0,57,Klebsiella pneumoniae,Novel,5347,"0,0,439,2,0,0,0,1,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,?2-+,99.90%,KL4_19_wzi,O1/O2v1,O2ac,Typeable,!,99.40%,-
GCA_900451655.1_45532_E02_genomic,NCTC13674,Unknown,NCTC,PRJEB6403,SAMEA3919797,Unknown,1917/1932,Unknown,NA,NA,Unknown,5543766,4,17042,5254385,1385941,5254385,0,57.3,Klebsiella pneumoniae,3765,3706,"0,0,429,0,12,0,0,0,0,0",23,23,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),rmpA2_6-60%,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,!,99.99%,-,O1/O2v2,O1ab,Typeable,!,99.28%,-
GCA_900451675.1_39304_F01_genomic,NCTC7427,Unknown,NCTC,PRJEB6403,SAMEA3451120,Unknown,1900/1948,Unknown,NA,NA,Unknown,5295017,3,11645,5269009,1765005,5269009,0,57.5,Klebsiella pneumoniae,86,3714,"0,0,395,0,9,0,0,0,0,0",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.89%,-,O1/O2v1,O2a,Typeable,-,99.26%,-
GCA_900451685.1_37554_B01_genomic,NCTC8895,Sputum,NCTC,PRJEB6403,SAMEA3345121,Homo sapiens,1952,United Kingdom: Ipswitch,52.0596687,1.1480867,K4,5423896,4,6348,5003190,1355974,5003190,0,56.8,Klebsiella pneumoniae,381,5357,"0,0,439,5,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4?,-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,Capsule null,Untypeable,+!,96.76%,-,O1/O2v1,O2ac,Typeable,!,99.55%,-
GCA_900451695.1_37637_D01_genomic,NCTC9601,Nose,NCTC,PRJEB6403,SAMEA3340635,Homo sapiens,1954,United Kingdom: London,51.5072178,-0.1275862,K4,5360814,24,2504,1922599,223367,500003,0,56.9,Klebsiella pneumoniae,3781,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A (truncated),-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,OmpK35-49%,-,-,ESBL and Carb negative,KL4,Capsule null,Typeable,+!,99.77%,-,O1/O2v1,O2ac,Typeable,!,98.39%,-
GCA_900451705.1_37554_A01_genomic,NCTC8883,Sputum,NCTC,PRJEB6403,SAMEA3345120,Homo sapiens,1952,United Kingdom: Ipswitch,52.0596687,1.1480867,K4,5484860,7,14917,5055574,783551,5055574,0,56.7,Klebsiella pneumoniae,3768,5356,"0,0,439,3,1,0,0,0,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.86%,-,O1/O2v1,O2a,Typeable,!,99.49%,-
GCA_900451715.1_37419_D02_genomic,NCTC9635,Unknown,NCTC,PRJEB6403,SAMEA3340405,Unknown,1900/1955,Unknown,NA,NA,K3,5706635,5,12724,5296874,1141327,5296874,0,56.9,Klebsiella pneumoniae,3,Novel,"0,0,421,*,*,*,*,*,*,*",3,Not tested,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.60%,-,O1/O2v1,O1ab,Typeable,!,99.08%,-
GCA_900451725.1_38732_G01_genomic,NCTC1936,Unknown,NCTC,PRJEB6403,SAMEA3400773,Homo sapiens,1925/1937,Netherlands: Amsterdam,52.3675734,4.9041389,Unknown,5505946,2,104771,5401175,2752973,5401175,0,57.1,Klebsiella pneumoniae,67,Novel,"0,0,443,0,*,*,*,*,*,*",10032,10292,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal,-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.43%,-,O1/O2v2,O2afg,Typeable,!,99.03%,-
GCA_900451735.1_40295_H02_genomic,NCTC9657,Lung,NCTC,PRJEB6403,SAMEA3505366,Homo sapiens,1900/1955,Unknown,NA,NA,Unknown,5240444,7,10839,3044325,748634,3044325,0,56.8,Klebsiella pneumoniae,93,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-116*,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.81%,-,O1/O2v1,O2a,Typeable,!,99.43%,-
GCA_900451745.1_39111_E02_genomic,NCTC9143,Urine,NCTC,PRJEB6403,SAMEA3443776,Unknown,1900/1952,Unknown,NA,NA,K23,5693271,5,8516,5360327,1138654,5360327,0,57,Klebsiella pneumoniae,416,3717,"0,0,10,0,0,0,0,0,0,0",10009,10011,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-14^,-,-,-,-,ESBL and Carb negative,KL23,K23,Typeable,-,99.94%,-,O1/O2v2,O1ab,Typeable,-,99.24%,-
GCA_900451755.1_38977_F01_genomic,NCTC5056,Unknown,NCTC,PRJEB6403,SAMEA3403046,Unknown,1900/1937,Unknown,NA,NA,K3,5599284,6,13285,5303041,933214,5303041,0,57,Klebsiella pneumoniae,3,3713,"0,0,421,0,1,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1a,Typeable,!,99.08%,-
GCA_900451765.1_38977_D01_genomic,NCTC5052,Unknown,NCTC,PRJEB6403,SAMEA3403044,Unknown,1900/1937,Unknown,NA,NA,K6,5715349,7,16366,5314681,816478,5314681,0,56.4,Klebsiella pneumoniae,91,Novel,"0,0,439,4,0,*,*,*,*,*",91,91,Klebsiella pneumoniae,ybt 10; ICEKp12 (truncated),-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL6,K6,Typeable,-,99.33%,-,O1/O2v1,O2ac,Typeable,!,99.12%,-
GCA_900451775.1_37637_B01_genomic,NCTC9637,Unknown,NCTC,PRJEB6403,SAMEA3340638,Unknown,1900/1955,Unknown,NA,NA,K3,5741661,5,13285,5305784,1148332,5305784,0,56.9,Klebsiella pneumoniae,3783,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.38%,-,O1/O2v1,O1ab,Typeable,!,97.62%,-
GCA_900451785.1_37509_G01_genomic,NCTC8849,Respiratory tract,NCTC,PRJEB6403,SAMEA3345119,Homo sapiens,1951,United Kingdom,55.378051,-3.435973,K3,5650084,5,20971,4761264,1130016,4761264,0,57,Klebsiella pneumoniae,3773,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),iuc 2A,-,rmp 2A; plasmid/chr,-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,98.39%,-,O1/O2v1,O1ab,Typeable,!,99.17%,-
GCA_900451795.1_39130_E01_genomic,NCTC7799,Unknown,NCTC,PRJEB6403,SAMEA3446329,Unknown,1900/1948,United Kingdom: Middlesex,55.378051,-3.435973,Unknown,5586131,3,24979,4279756,1862043,4279756,0,57,Klebsiella pneumoniae,3772,5355,"0,0,443,1,0,0,0,0,0,0",10032,10294,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.43%,-,O1/O2v2,O2afg,Typeable,!,99.00%,-
GCA_900451805.1_38732_F01_genomic,NCTC5047,Nose,NCTC,PRJEB6403,SAMEA3400772,Unknown,1937,Netherlands: Amsterdam,52.3675734,4.9041389,K3,5523055,6,9405,3734821,920509,3734821,0,57,Klebsiella pneumoniae,3770,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,?2!,98.66%,-,O1/O2v2,O2afg,Typeable,!,99.03%,-
GCA_900451815.1_39111_D02_genomic,NCTC9134,Urine,NCTC,PRJEB6403,SAMEA3443775,Unknown,1900/1952,Unknown,NA,NA,K14,5633865,2,127918,5505947,2816932,5505947,0,57.2,Klebsiella pneumoniae,1227,5358,"0,0,444,0,0,0,0,0,0,0",10033,10295,Klebsiella pneumoniae,ybt 16; ICEKp12,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-210,-,-,-,-,ESBL and Carb negative,KL14,K14,Typeable,-,99.91%,-,O5,O5,Typeable,-,98.21%,-
GCA_900451825.1_40400_A01_genomic,NCTC9661,Sputum,NCTC,PRJEB6403,SAMEA3492653,Homo sapiens,1900/1955,Unknown,NA,NA,K5,5826044,6,14177,5319664,971007,5319664,0,56.7,Klebsiella pneumoniae,91,5359,"0,0,442,2,0,0,0,0,0,0",10031,10296,Klebsiella pneumoniae,ybt 16; ICEKp12 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,Capsule null,Typeable,!,99.03%,-,O1/O2v1,O2ac,Typeable,!,99.20%,-
GCA_900451835.1_38109_A01_genomic,NCTC9645,Unknown,NCTC,PRJEB6403,SAMEA3345128,Unknown,1900/1955,Unknown,NA,NA,K4,5854830,16,4378,2348375,365926,636636,0,56.6,Klebsiella pneumoniae,3784,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,OmpK35-32%;OmpK36-0%,PmrB-42%,-,ESBL and Carb negative,KL4,Capsule null,Untypeable,?2+!,98.16%,-,O1/O2v1,O2a,Typeable,!,98.88%,-
GCA_900451845.1_40400_D01_genomic,NCTC10246,Unknown,NCTC,PRJEB6403,SAMEA3492656,Unknown,1948,USA: Washington D.C.,38.9071923,-77.0368707,Unknown,5583670,5,25706,5301493,1116734,5301493,0,57,Klebsiella pneumoniae,3,Novel,"0,0,421,0,*,*,*,*,*,*",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,PmrB-74%,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.39%,-,O1/O2v1,O2a,Typeable,!,88.61%,-
GCA_900451855.1_40311_A01_genomic,NCTC5051,Unknown,NCTC,PRJEB6403,SAMEA3505367,Unknown,1930/1937,Netherlands: Amsterdam,52.3675734,4.9041389,K5,5837171,5,97930,5313263,1167434,5313263,0,56.7,Klebsiella pneumoniae,91,5353,"0,0,442,1,0,0,0,0,0,0",10031,10293,Klebsiella pneumoniae,ybt 16; ICEKp12 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,Capsule null,Typeable,!,98.79%,-,O1/O2v1,O2ac,Typeable,!,99.16%,-
GCA_900451865.1_38732_E01_genomic,NCTC11228,Unknown,NCTC,PRJEB6403,SAMEA3400771,Unknown,1900/1974,United Kingdom,55.378051,-3.435973,Unknown,5439082,4,17581,5256548,1359770,5256548,0,57.3,Klebsiella pneumoniae,375,3699,"0,0,390,0,0,0,0,1,0,0",375,375,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.53%,-,O1/O2v2,O1ab,Typeable,-,99.17%,-
GCA_900451885.1_37637_E02_genomic,NCTC9632,Unknown,NCTC,PRJEB6403,SAMEA3345127,Unknown,1900/1955,Unknown,NA,NA,K3,5737393,6,13401,5300941,956232,5300941,0,56.9,Klebsiella pneumoniae,3,3723,"0,0,421,0,0,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,iuc 2A,-,rmp 2A; plasmid/chr,-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,!,99.08%,-
GCA_900451895.1_40400_B01_genomic,NCTC9662,Sputum,NCTC,PRJEB6403,SAMEA3492654,Homo sapiens,1900/1955,Unknown,NA,NA,K5,5743928,8,12622,5204778,717991,5204778,0,56.6,Klebsiella pneumoniae,91,5360,"0,0,442,3,0,0,0,0,0,0",10031,10297,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,K5,Typeable,-,99.08%,-,O1/O2v1,O2ac,Typeable,!,99.20%,-
GCA_900451905.1_37419_F02_genomic,NCTC9151,Pus,NCTC,PRJEB6403,SAMEA3340403,Unknown,1900/1951,Unknown,NA,NA,K31,5495393,5,16608,5214885,1099078,5214885,0,57,Klebsiella pneumoniae,3778,Novel,"0,0,13,*,*,*,*,*,*,*",34,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-26,-,-,-,-,ESBL and Carb negative,KL31,Capsule null,Typeable,!,99.41%,-,O3b,O3b,Typeable,!,99.80%,-
GCA_900451915.1_36725_D01_genomic,NCTC9181,Sputum,NCTC,PRJEB6403,SAMEA3307900,Unknown,1953/1900,Unknown,NA,NA,K61,5543559,3,118667,5203286,1847853,5203286,0,57.4,Klebsiella pneumoniae,1411,3721,"0,0,148,0,0,0,0,0,0,0",1411,10107,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL61,Capsule null,Typeable,?2-!,95.07%,KL61_09_wzy;KL61_10_wclP;KL61_12_wcqZ;KL61_07_wclQ;KL61_08_wcuQ;KL61_11_wzx,O5,O5,Typeable,-,98.25%,-
GCA_900451925.1_36340_G02_genomic,NCTC11688,Unknown,NCTC,PRJEB6403,SAMEA3251441,Unknown,1900/1984,Unknown,NA,NA,Unknown,5760785,9,16384,5318766,640087,5318766,0,57,Klebsiella pneumoniae,3759,Novel,"0,0,131,*,*,*,*,*,*,*",35,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-33^,-,-,-,-,ESBL and Carb negative,KL22,Capsule null,Typeable,+!,98.46%,-,O1/O2v1,O2a,Typeable,!,98.03%,-
GCA_900451955.1_36603_G01_genomic,NCTC11682,Unknown,NCTC,PRJEB6403,SAMEA3282963,Unknown,1900/1984,Unknown,NA,NA,Unknown,5645154,5,16473,5161187,1129030,5161187,0,57.2,Klebsiella pneumoniae,14,Novel,"0,0,1,*,*,*,*,*,*,*",14,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-28^,-,-,-,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,96.31%,-,O1/O2v1,O1ab,Typeable,!,100.00%,-
GCA_900451965.1_36672_E01_genomic,NCTC11684,Feces,NCTC,PRJEB6403,SAMEA3282968,Homo sapiens,1900/1979,United Kingdom: Leeds,53.8007554,-1.5490774,Unknown,5652772,5,6370,5322676,1130554,5322676,0,57.3,Klebsiella pneumoniae,150,Novel,"0,0,939,*,*,*,*,*,*,*",10885,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,PmrB-80%,-,ESBL and Carb negative,KL25,Capsule null,Typeable,!,99.33%,-,O3/O3a,O3/O3a,Typeable,!,98.34%,-
GCA_900451975.1_37277_B01_genomic,NCTC9153,Urine,NCTC,PRJEB6403,SAMEA3310342,Unknown,1900/1952,Unknown,NA,NA,K33,5394660,3,196163,4827558,1798220,4827558,0,57.4,Klebsiella pneumoniae,499,Novel,"0,0,242,*,*,*,*,*,*,*",314,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,PmrB-74%,-,ESBL and Carb negative,KL33,K33,Typeable,!,97.83%,-,O3b,O3b,Typeable,!,99.65%,-
GCA_900451995.1_36252_D01_genomic,NCTC11676,Unknown,NCTC,PRJEB6403,SAMEA3251437,Unknown,1900/1979,Unknown,NA,NA,Unknown,5419919,2,198751,5221168,2709959,5221168,0,57.3,Klebsiella pneumoniae,290,Novel,"0,0,75,*,*,*,*,*,*,*",290,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1;SHV-1,-,-,PmrB-42%,-,ESBL and Carb negative,KL21,Capsule null,Typeable,!,99.31%,-,O1/O2v1,O1ab,Typeable,-,99.01%,-
GCA_900452015.1_36340_D02_genomic,NCTC11693,Unknown,NCTC,PRJEB6403,SAMEA3251444,Unknown,1900/1984,Unknown,NA,NA,Unknown,5643040,9,9024,4606444,627004,4606444,0,56.9,Klebsiella pneumoniae,215,Novel,"0,0,296,*,*,*,*,*,*,*",215,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL16,Capsule null,Typeable,+!,99.94%,-,O1/O2v1,O1ab,Typeable,!,99.54%,-
GCA_900452025.1_36725_E01_genomic,NCTC9162,Uterine secretion,NCTC,PRJEB6403,SAMEA3307899,Unknown,1952/1900,Unknown,NA,NA,K42,5268645,7,3297,5233889,752663,5233889,0,57.5,Klebsiella pneumoniae,309,3719,"0,0,109,25,0,0,0,0,0,0",37,309,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL42,Capsule null,Typeable,!,96.29%,-,O4,O4,Typeable,!,99.87%,-
GCA_900452055.1_37277_A01_genomic,NCTC9139,Heart valve,NCTC,PRJEB6403,SAMEA3310341,Homo sapiens,1900/1952,Unknown,NA,NA,K19,5381610,2,181478,5200132,2690805,5200132,0,57.4,Klebsiella pneumoniae,3775,Novel,"0,0,1177,*,*,*,*,*,*,*",10893,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-110^,156D;35Q,-,-,-,ESBL and Carb negative,KL19,Capsule null,Typeable,!,97.07%,-,O1/O2v2,O1ab,Typeable,-,100.00%,-
GCA_900452085.1_41315_H02_genomic,NCTC5053,Unknown,NCTC,PRJEB6403,SAMEA3529256,Unknown,1900/1937,Unknown,NA,NA,Unknown,5769132,7,7948,5239101,824161,5239101,0,56.8,Klebsiella pneumoniae,3771,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 16; ICEKp12 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,Capsule null,Typeable,-!,99.58%,KL5_05_wzb;KL5_06_wzc;KL5_02_cpsACP;KL5_03_wzi;KL5_04_wza;KL5_07,O1/O2v1,O2ac,Typeable,!,99.16%,-
GCA_900452095.1_37430_A01_genomic,NCTC9166,Sputum,NCTC,PRJEB6403,SAMEA3340628,Unknown,1900/1952,Unknown,NA,NA,K38,5573752,2,190059,5383693,2786876,5383693,0,57.2,Klebsiella pneumoniae,566,3720,"0,0,181,4,0,0,0,0,0,0",133,566,Klebsiella pneumoniae,ybt 16; ICEKp12 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-75,-,-,-,-,ESBL and Carb negative,KL46,Capsule null,Typeable,!,95.07%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_900452115.1_36252_A01_genomic,NCTC11358,Unknown,NCTC,PRJEB6403,SAMEA3251434,Unknown,1900/1980,Unknown,NA,NA,K81,5449135,3,24040,5283816,1816378,5283816,0,57.4,Klebsiella pneumoniae,3757,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-222*,-,OmpK36-81%,-,-,ESBL and Carb negative,KL35,Capsule null,Typeable,!,99.86%,-,O5,O5,Typeable,!,98.15%,-
GCA_900452145.2_36252_E01_genomic,NCTC11678,Unknown,NCTC,PRJEB6403,SAMEA3251438,Unknown,1900/1984,Unknown,NA,NA,Unknown,5349087,4,20860,5182190,1337271,5182190,0,57.5,Klebsiella pneumoniae,322,Novel,"0,0,3,0,*,*,*,*,*,*",322,322,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,OmpK36-56%,-,-,ESBL and Carb negative,KL17,K17,Typeable,!,99.51%,-,O4,O4,Typeable,!,99.59%,-
GCA_900452155.1_36725_F01_genomic,NCTC9145,Urine,NCTC,PRJEB6403,SAMEA3307898,Unknown,1952/1900,Denmark: Copenhagen,55.6760968,12.5683371,K25,5626858,4,34356,5395796,1406714,5395796,0,57.3,Klebsiella pneumoniae,3777,Novel,"0,0,1147,*,*,*,*,*,*,*",10889,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-25,35Q,OmpK36-81%,-,-,ESBL and Carb negative,KL25,Capsule null,Typeable,!,99.66%,-,O3/O3a,O3/O3a,Typeable,!,99.50%,-
GCA_900452165.1_41315_F02_genomic,NCTC204,Unknown,NCTC,PRJEB6403,SAMEA3529254,Unknown,Unknown,Unknown,NA,NA,Unknown,5554092,4,13270,5291417,1388523,5291417,0,57.1,Klebsiella pneumoniae,3769,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,OmpK36-4%,PmrB-42%,-,ESBL and Carb negative,KL3,Capsule null,Typeable,+!,97.52%,-,O1/O2v1,O2a,Typeable,!,87.72%,-
GCA_900452175.1_36252_F01_genomic,NCTC11680,Unknown,NCTC,PRJEB6403,SAMEA3251439,Unknown,1900/1984,Unknown,NA,NA,Unknown,5459316,3,13380,5372429,1819772,5372429,0,57.3,Klebsiella pneumoniae,48,Novel,"0,0,147,0,*,*,*,*,*,*",48,48,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,MgrB-53%,GyrA-83F,ESBL and Carb negative,KL124,Capsule null,Typeable,!,99.40%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_900452195.1_36603_F01_genomic,NCTC11679,Unknown,NCTC,PRJEB6403,SAMEA3282962,Unknown,1900/1984,Unknown,NA,NA,Unknown,6016889,7,15425,5324915,859555,5324915,0,56.7,Klebsiella pneumoniae,3758,Novel,"0,0,46,*,*,*,*,*,*,*",76,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL61,Capsule null,Typeable,!,96.89%,-,O3/O3a,O3/O3a,Typeable,!,99.85%,-
GCA_900452205.1_36252_C01_genomic,NCTC11674,Unknown,NCTC,PRJEB6403,SAMEA3251436,Unknown,1900/1984,Unknown,NA,NA,Unknown,5541373,3,18000,5311967,1847124,5311967,0,57.2,Klebsiella pneumoniae,48,Novel,"0,0,147,0,*,*,*,*,*,*",48,48,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3 (truncated),-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-11^,35Q,-,PmrB-42%,-,ESBL and Carb negative,KL124,Capsule null,Typeable,!,99.76%,-,O1/O2v1,O1ab,Typeable,-,99.22%,-
GCA_900452235.1_38109_H02_genomic,NCTC9154,Urine,NCTC,PRJEB6403,SAMEA3368266,Unknown,1900/1952,Unknown,NA,NA,K34,5449588,2,143239,5306349,2724794,5306349,0,57.1,Klebsiella pneumoniae,500,Novel,"0,0,293,*,*,*,*,*,*,*",500,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,OmpK35-77%,-,-,ESBL and Carb negative,KL34,K34,Typeable,!,99.98%,-,O1/O2v1,O2a,Typeable,!,99.25%,-
