Accession,Genome ID,Genome Name,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
BAA-3060,67b44237ce6d688ff90f53d4,Klebsiella_pneumoniae_ATCC_BAA_3060,5784026,8,130,5102746,723003,5102746,0,56.8,Klebsiella pneumoniae,589,Novel,"0,0,589,0,0,*,*,*,*,*",10362,10802,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",DHA-7;OXA-1;TEM-1D.v1^,-,-,-,-,SHV-11^;SHV-11^,35Q;35Q,-,-,GyrA-83Y,ESBL and Carb negative,KL125,unknown (KL125),Typeable,-,93.53%,-,O3/O3a,O3/O3a,Typeable,-,98.44%,-
GCA_900451515.1,67b44237ce6d68905e0f5311,GCA_900451515.1_45532_D02_genomic,5401424,7,12796,5001518,771632,5001518,0,57.2,Klebsiella pneumoniae,82,3705,"0,0,438,0,1,0,0,1,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,99.46%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_900451675.1,67b44237ce6d6890e20f5320,GCA_900451675.1_39304_F01_genomic,5295017,3,11645,5269009,1765005,5269009,0,57.5,Klebsiella pneumoniae,86,3714,"0,0,395,0,9,0,0,0,0,0",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.89%,-,O1/O2v1,O2a,Typeable,-,99.26%,-
GCA_900451625.1,67b44237ce6d6891ce0f531c,GCA_900451625.1_32512_C01_genomic,5855343,6,14553,5431823,975890,5431823,0,57,Klebsiella pneumoniae,258,Novel,"0,0,105,6,*,*,*,*,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-3,SHV-11;SHV-11,35Q;35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.99%,KL107_04_wza;KL107_03_wzi,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019927725.1,67b44237ce6d6891e30f526d,GCA_019927725.1_ASM1992772v1_genomic,5326883,118,202,415119,45143,114259,0,57.5,Klebsiella pneumoniae,636,Novel,"0,0,22,32,0,0,1,*,*,*",17,636,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL61,K61,Typeable,?3,98.37%,-,O5,O5,Typeable,?2,98.15%,-
BAA-2782,67b44237ce6d68933a0f53ca,Klebsiella_pneumoniae_ATCC_BAA_2782,5728531,12,230,5346180,477377,5346180,0,56.7,Klebsiella pneumoniae,101,Novel,"0,0,84,0,8,0,4,1,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-15,-,-,SHV-1^,-,OmpK36-0%,-,GyrA-83Y;GyrA-87G;ParC-80I,ESBL only,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,!,98.97%,-
GCA_900451475.1,67b44237ce6d6894300f530e,GCA_900451475.1_46514_E02_genomic,5452027,5,44946,5078186,1090405,5078186,0,56.9,Klebsiella pneumoniae,3766,5346,"0,0,439,2,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A (truncated),-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.87%,-,O1/O2v1,O2ac,Typeable,!,99.40%,-
GCA_019928625.2,67b44237ce6d6894830f5299,GCA_019928625.2_ASM1992862v2_genomic,5448399,4,34060,5280085,1362099,5280085,0,57,Klebsiella pneumoniae,1583,Novel,"0,0,146,0,*,*,*,*,*,*",1583,1583,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-12,-,-,SHV-27,156D;238S;240K;35Q,-,-,GyrA-83I;ParC-80I,ESBL only,KL102,unknown (KL102),Typeable,-,99.69%,-,O1/O2v2,O2afg,Typeable,-,99.12%,-
GCA_900635735.1,67b44237ce6d6895100f536b,GCA_900635735.1_32875_B01_genomic,5252633,1,5252633,5252633,5252633,5252633,0,57.5,Klebsiella pneumoniae,3763,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,OmpK35-18%,MgrB-49%;PmrB-42%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,97.52%,-,O1/O2v1,O2a,Typeable,!,98.84%,-
GCA_900452055.1,67b44237ce6d6896630f5345,GCA_900452055.1_37277_A01_genomic,5381610,2,181478,5200132,2690805,5200132,0,57.4,Klebsiella pneumoniae,3775,Novel,"0,0,1177,*,*,*,*,*,*,*",10893,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-110^,156D;35Q,-,-,-,ESBL and Carb negative,KL19,Capsule null,Typeable,!,97.07%,-,O1/O2v2,O1ab,Typeable,-,100.00%,-
GCA_019927965.1,67b44237ce6d6899480f5279,GCA_019927965.1_ASM1992796v1_genomic,5501672,182,202,357276,30228,95299,0,57.2,Klebsiella pneumoniae,43,Novel,"0,0,83,3,5,1,0,*,*,*",43,43,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL61,K61,Typeable,-,98.31%,-,O1/O2v1,O1ab,Typeable,-,98.97%,-
GCA_900451615.1,67b44237ce6d689a400f531b,GCA_900451615.1_45753_A01_genomic,5433803,6,23697,5059613,905633,5059613,0,57.2,Klebsiella pneumoniae,82,3707,"0,0,438,0,2,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.54%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_019928445.1,67b44237ce6d689e310f5290,GCA_019928445.1_ASM1992844v1_genomic,5311027,233,200,297965,22794,84529,0,57.4,Klebsiella pneumoniae,253,Novel,"0,0,42,10,*,*,*,*,*,*",3010,10040,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-36,35Q,-,-,-,ESBL and Carb negative,KL15,K15,Typeable,-,99.83%,-,O4,O4,Typeable,-,99.45%,-
GCA_020407065.1,67b44237ce6d689e650f52b7,GCA_020407065.1_ASM2040706v1_genomic,5460989,150,200,348254,36406,120045,0,57.3,Klebsiella pneumoniae,199,Novel,"0,0,46,7,0,0,0,0,*,*",76,10212,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,-,-,GES-5^,SHV-1^,-,-,-,GyrA-83I;ParC-80I,Carb without colistin,KL154,unknown (KL154),Typeable,-,100.00%,-,O1/O2v1,O2ac,Typeable,-,99.23%,-
GCA_040270685.1,67b44237ce6d689eaf0f52bf,GCA_040270685.1_ASM4027068v1_genomic,5609011,91,1037,358448,61637,162978,1400,56.9,Klebsiella pneumoniae,14,28691,"0,0,1,1,17,0,3,21,1,0",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1,-,-,-,NDM-1,-,-,OmpK36GD,MgrB-32%,GyrA-83Y;GyrA-87G;ParC-80I,Carb with colistin,KL2,K2,Typeable,-,99.81%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_900636455.1,67b44237ce6d689fdc0f5372,GCA_900636455.1_42166_D01_genomic,5396820,6,13162,5299019,899470,5299019,0,57.4,Klebsiella pneumoniae,252,49,"0,0,94,2,0,0,0,0,0,0",252,10023,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL51,K51,Typeable,-,99.69%,-,O1/O2v2,O1ab,Typeable,-,98.99%,-
GCA_900461485.1,67b44237ce6d68a0050f5363,GCA_900461485.1_31136_D01_genomic,5358975,5,49265,3627608,1071795,3627608,0,57,Klebsiella pneumoniae,3803,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A (truncated),-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,OmpK35-19%;OmpK36-23%,-,-,ESBL and Carb negative,KL4,Capsule null,Typeable,+!,98.63%,-,O1/O2v1,O2a,Typeable,!,99.51%,-
GCA_900452045.1,67b44237ce6d68a1c50f5344,GCA_900452045.1_55064_E01_genomic,5594577,10,28143,1862251,559457,1357782,0,57,Klebsiella pneumoniae,3,4359,"0,0,421,0,1,0,0,1,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr (truncated),-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
BAA-1900,67b44237ce6d68a2950f53c0,Klebsiella_pneumoniae_ATCC_BAA_1900,5562875,7,2511,5367688,794696,5367688,0,57.3,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,17,*,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,-,-,KPC-3,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
BAA-3068,67b44237ce6d68a3630f53dc,Klebsiella_pneumoniae_ATCC_BAA_3068,5650895,5,12910,5273760,1130179,5273760,0,57.1,Klebsiella pneumoniae,881,Novel,"0,0,392,0,0,0,2,0,*,*",881,881,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,GES-6^;KPC-2,SHV-27,156D,OmpK36-9%,-,GyrA-83F,Carb without colistin,KL2,K2,Typeable,-,99.55%,-,O1/O2v2,O1ab,Typeable,-,99.21%,-
GCA_040271575.1,67b44237ce6d68a4f20f52d3,GCA_040271575.1_ASM4027157v1_genomic,5498575,65,1017,385323,84593,190544,1310,57.4,Klebsiella pneumoniae,14,Novel,"0,0,1,1,7,*,*,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-28^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_040271375.1,67b44237ce6d68a5050f52cd,GCA_040271375.1_ASM4027137v1_genomic,5432161,86,1013,636222,63164,146049,1000,57.4,Klebsiella pneumoniae,11,2964,"0,0,105,0,3,0,1,1,0,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,SHV-12^,-,-,-,238S;240K;35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,-,99.67%,-
GCA_040271285.1,67b44237ce6d68a5ea0f52cb,GCA_040271285.1_ASM4027128v1_genomic,5871732,198,1006,560653,29655,144283,1962,57.3,Klebsiella pneumoniae,11,2964,"0,0,105,0,3,0,1,1,0,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,-,99.64%,-
GCA_019928395.1,67b44237ce6d68a6db0f528e,GCA_019928395.1_ASM1992839v1_genomic,5440179,74,225,935880,73515,364659,0,57.2,Klebsiella pneumoniae,2071,16931,"0,0,88,0,0,0,0,59,0,0",231,231,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-1^,-,OmpK35-30%,-,GyrA-83I;ParC-80I,Carb without colistin,KL51,K51,Typeable,!,99.72%,-,O1/O2v2,O1ab,Typeable,-,98.96%,-
GCA_045261695.1,67b44237ce6d68aa080f52e6,GCA_045261695.1_ASM4526169v1_genomic,5380705,98,514,282618,54905,97329,0,57.1,Klebsiella pneumoniae,716,Novel,"0,0,261,0,*,*,*,*,*,*",716,716,Klebsiella pneumoniae,ybt 4; plasmid (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-27,156D,-,-,-,ESBL and Carb negative,KL110,unknown (KL110),Typeable,?3,99.65%,-,O1/O2v1,O2a,Typeable,!,99.45%,-
GCA_040271265.1,67b44237ce6d68ab680f52ca,GCA_040271265.1_ASM4027126v1_genomic,5526993,92,1013,439828,60076,149598,1200,57.2,Klebsiella pneumoniae,258,3689,"0,0,105,6,0,0,0,0,2,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,?2+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019928205.1,67b44237ce6d68ac230f5284,GCA_019928205.1_ASM1992820v1_genomic,5275035,135,202,379538,39074,129307,0,57.5,Klebsiella pneumoniae,323,Novel,"0,0,363,1,16,*,*,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL21,K21,Typeable,?6,99.96%,-,O3b,O3b,Typeable,?2,99.66%,-
GCA_045261495.1,67b44237ce6d68acb40f52dc,GCA_045261495.1_ASM4526149v1_genomic,6557285,5087,501,48396,1289,1399,10091,54.2,Klebsiella pneumoniae,Novel,Novel,Not tested,Not tested,Not tested,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,-,-,OmpK35-0%;OmpK36-49%,MgrB-0%;PmrB-0%,-,Carb with colistin,KL10,K10,Untypeable,?8+,98.76%,-,O3b,O3b,Typeable,?4,99.57%,-
GCA_901420825.1,67b44237ce6d68ad620f5388,GCA_901420825.1_39641_E02_genomic,5459489,3,62306,5133337,1819829,5133337,0,57.4,Klebsiella pneumoniae,Novel,Novel,"0,0,1091,0,*,*,*,*,*,*",10888,11600,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-108^,35Q,-,-,-,ESBL and Carb negative,KL24,Capsule null,Typeable,!,98.92%,-,O1/O2v1,O2a,Typeable,!,98.93%,-
GCA_900452725.1,67b44237ce6d68af940f535e,GCA_900452725.1_38273_F01_genomic,5710011,4,65835,5223160,1427502,5223160,0,56.9,Klebsiella pneumoniae,77,Novel,"0,0,46,*,*,*,*,*,*,*",76,Not tested,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,OmpK35-14%;OmpK36-4%,-,-,ESBL and Carb negative,KL55,Capsule null,Typeable,!,98.66%,-,O3/O3a,O3/O3a,Typeable,-,99.39%,-
GCA_900452035.1,67b44237ce6d68b05d0f5343,GCA_900452035.1_31885_E02_genomic,5880173,6,71359,5374653,980028,5374653,0,56.5,Klebsiella pneumoniae,3802,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,OmpK35-43%;OmpK36-23%,-,-,ESBL and Carb negative,KL3,Capsule null,Untypeable,*!,96.56%,-,O1/O2v1,O2ac,Typeable,!,98.02%,-
BAA-1899,67b44237ce6d68b2dc0f53bf,Klebsiella_pneumoniae_ATCC_BAA_1899,5677126,5,7867,5292110,1135425,5292110,0,57.1,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,0,*,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.06%,-
GCA_901420925.1,67b44237ce6d68b3630f538d,GCA_901420925.1_39888_B01_genomic,5456654,2,190051,5266603,2728327,5266603,0,57.3,Klebsiella pneumoniae,562,Novel,"0,0,643,1,*,*,*,*,*,*",10278,12449,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,OmpK35-40%,-,-,ESBL and Carb negative,KL18,Capsule null,Typeable,!,98.29%,-,O1/O2v1,O1ab,Typeable,!,99.02%,-
13884,67b44237ce6d68b4ff0f540b,Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884,5518913,4,1809,5400236,1379728,5400236,0,57.1,Klebsiella pneumoniae,67,12856,"0,0,443,0,1,0,0,0,0,0",10032,10292,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.42%,-,O1/O2v2,O2afg,Typeable,!,99.01%,-
GCA_900452025.1,67b44237ce6d68b5280f5342,GCA_900452025.1_36725_E01_genomic,5268645,7,3297,5233889,752663,5233889,0,57.5,Klebsiella pneumoniae,309,3719,"0,0,109,25,0,0,0,0,0,0",37,309,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL42,Capsule null,Typeable,!,96.29%,-,O4,O4,Typeable,!,99.87%,-
GCA_019927805.1,67b44237ce6d68b6ca0f5271,GCA_019927805.1_ASM1992780v1_genomic,5886329,293,200,245575,20089,94290,0,56.7,Klebsiella pneumoniae,244,Novel,"0,0,215,2,0,*,*,*,*,*",244,10757,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-827^;TEM-1D.v1^,-,CTX-M-15,-,IMP-15;NDM-1,SHV-11^,35Q,-,-,-,Carb without colistin,KL35,K35,Typeable,?4!,96.44%,-,O5,O5,Typeable,?3,98.43%,-
GCA_901420495.1,67b44237ce6d68b9160f537f,GCA_901420495.1_36340_A01_genomic,5302148,4,12337,5097930,1325537,5097930,0,57.4,Klebsiella pneumoniae,34,Novel,"0,0,13,*,*,*,*,*,*,*",34,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-180,-,-,-,-,ESBL and Carb negative,KL111,Capsule null,Typeable,!,97.83%,-,O3b,O3b,Typeable,!,99.45%,-
GCA_019927825.1,67b44237ce6d68ba8c0f5272,GCA_019927825.1_ASM1992782v1_genomic,5444330,123,226,452020,44262,137655,0,57.1,Klebsiella pneumoniae,348,Novel,"0,0,238,0,0,0,3,*,*,*",348,348,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL62,K62,Typeable,-,99.94%,-,O1/O2v1,O1ab,Typeable,-,99.41%,-
GCA_019928165.1,67b44237ce6d68bae50f5282,GCA_019928165.1_ASM1992816v1_genomic,5533093,183,201,324002,30235,120945,0,57.2,Klebsiella pneumoniae,5449,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL113,unknown (KL113),Typeable,?3,99.88%,-,O3b,O3b,Typeable,?4,99.79%,-
43816,67b44237ce6d68baf00f5402,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_43816,5362685,1,5362685,5362685,5362685,5362685,0,57.4,Klebsiella pneumoniae,493,4130,"0,0,209,1,0,0,0,0,0,0",493,493,Klebsiella pneumoniae,ybt 2; ICEKp1,-,-,iro 3 (truncated),rmp 3; ICEKp1,-,ybt only,-,-,-,-,-,SHV-1*,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.73%,-,O1/O2v1,O1ab,Typeable,-,99.77%,-
GCA_901421045.1,67b44237ce6d68bbcf0f5390,GCA_901421045.1_40345_D01_genomic,5458363,2,122593,5335770,2729181,5335770,0,57.4,Klebsiella pneumoniae,561,Novel,"0,0,343,*,*,*,*,*,*,*",561,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-101*,-,-,-,-,ESBL and Carb negative,KL16,K16,Typeable,-,99.70%,-,O1/O2v1,O1ab,Typeable,-,99.11%,-
GCA_045261775.1,67b44237ce6d68bc880f52ea,GCA_045261775.1_ASM4526177v1_genomic,5558453,87,551,343903,63890,145112,0,57.1,Klebsiella pneumoniae,Novel,Novel,"0,0,57,*,*,*,*,*,*,*",412,Not tested,Klebsiella pneumoniae,ybt 4; plasmid (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL81,K81,Typeable,?4+,99.36%,-,OL13,O13,Typeable,?4!,96.68%,-
BAA-1898,67b44237ce6d68bda40f53be,Klebsiella_pneumoniae_ATCC_BAA_1898,5730161,4,43376,5354389,1432540,5354389,0,57.1,Klebsiella pneumoniae,258,673,"0,0,105,6,0,0,0,0,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.07%,-
GCA_019928115.1,67b44237ce6d68bef70f5280,GCA_019928115.1_ASM1992811v1_genomic,5381033,124,204,509280,43395,110538,0,57.3,Klebsiella pneumoniae,551,Novel,"0,0,406,0,0,0,1,0,*,*",551,551,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL10,K10,Typeable,-,98.62%,-,O1/O2v1,O1ab,Typeable,-,98.75%,-
GCA_901420575.1,67b44237ce6d68bfb30f5381,GCA_901420575.1_38109_B02_genomic,5575993,3,34260,5343513,1858664,5343513,0,56.9,Klebsiella pneumoniae,35,Novel,"0,0,131,1,*,*,*,*,*,*",35,35,Klebsiella pneumoniae,-,-,iuc 3,-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-33,-,-,-,-,ESBL and Carb negative,KL22,K22,Typeable,-,99.79%,-,O1/O2v1,O1ab,Typeable,-,98.85%,-
GCA_019930325.1,67b44237ce6d68c0490f52aa,GCA_019930325.1_ASM1993032v1_genomic,5740678,166,201,374711,34582,116242,0,56.8,Klebsiella pneumoniae,Novel,Novel,"0,0,939,1,*,*,*,*,*,*",10885,11911,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL25,K25,Typeable,!,99.82%,-,O3/O3a,O3/O3a,Typeable,-,99.51%,-
GCA_900451425.1,67b44237ce6d68c0920f5309,GCA_900451425.1_45753_B01_genomic,5337427,8,17506,2994238,667178,2994238,0,56.7,Klebsiella pneumoniae,90,5348,"0,0,442,0,0,0,0,0,0,0",10031,10291,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL5,Capsule null,Typeable,?2!,99.01%,-,O1/O2v1,O2ac,Typeable,-,99.11%,-
GCA_900707025.1,67b44237ce6d68c1ee0f5376,GCA_900707025.1_38273_B01_genomic,5405978,5,10666,5326398,1081195,5326398,0,57.4,Klebsiella pneumoniae,60,Novel,"0,0,384,1,*,*,*,*,*,*",60,60,Klebsiella pneumoniae,ybt 2; ICEKp1,-,-,iro 3 (truncated),rmp 3; ICEKp1,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,K5,Typeable,!,99.97%,-,O1/O2v1,O1ab,Typeable,-,98.93%,-
GCA_019930085.1,67b44237ce6d68c26f0f529f,GCA_019930085.1_ASM1993008v1_genomic,5445314,87,214,1834209,62589,967895,0,57.3,Klebsiella pneumoniae,20,Novel,"0,0,22,2,110,*,*,*,*,*",17,20,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-202,-,-,-,-,ESBL only,KL28,K28,Typeable,-,99.78%,-,O1/O2v2,O1ab,Typeable,!,98.99%,-
GCA_019927765.1,67b44237ce6d68c3070f526f,GCA_019927765.1_ASM1992776v1_genomic,5294791,123,203,347891,43047,143192,0,57.4,Klebsiella pneumoniae,661,Novel,"0,0,122,0,11,0,0,*,*,*",661,661,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-15,-,-,SHV-27,156D,-,-,-,ESBL only,KL28,K28,Typeable,-,99.84%,-,O1/O2v1,O2a,Typeable,-,99.41%,-
GCA_040529165.1,67b44237ce6d68c4820f52d7,GCA_040529165.1_ASM4052916v1_genomic,5299320,1,5299320,5299320,5299320,5299320,0,57.5,Klebsiella pneumoniae,258,3689,"0,0,105,6,0,0,0,0,2,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11,35Q,OmpK35-25%,MgrB-62%,GyrA-83I;ParC-80I,ESBL and Carb negative,KL106,Capsule null,Typeable,-+!,100.00%,KL106_04_wza;KL106_06_wzc;KL106_03_wzi;KL106_05_wzb,O1/O2v2,O2afg,Typeable,-,99.09%,-
