Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_900452185.1_31769_G01_genomic	KL1	Capsule null	Typeable	!	99.24%	99.84%	1076 bp	20 / 20 (100.00%)	KL1_01_galF,96.94%,45.97%,truncated;KL1_02_cpsACP,100.00%,100.00%;KL1_03_wzi,100.00%,96.86%;KL1_04_wza,100.00%,1.59%,truncated;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,94.44%,5.07%,truncated;KL1_07_wzx,100.00%,23.54%,truncated;KL1_08_wclY,100.00%,87.08%,truncated;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,97.90%,39.89%,truncated;KL1_11_wcsT,100.00%,54.71%,truncated;KL1_12_gmd,100.00%,47.00%,truncated;KL1_13_wcaG,98.27%,100.29%;KL1_14_wcaH,100.00%,13.16%,truncated;KL1_15_wcaI,100.00%,19.80%,truncated;KL1_16_wcaJ,100.00%,54.60%,truncated;KL1_17_gnd,100.00%,51.92%,truncated;KL1_18_manC,97.26%,16.99%,truncated;KL1_19_manB,100.00%,53.73%,truncated;KL1_20_ugd,100.00%,72.94%,truncated		0		0 / 20 (0.00%)		5	KL40_03_wcpO,93.85%,41.38%,truncated;KL40_04,99.50%,100.00%;KL4_04_HG290,87.23%,13.47%,truncated;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	KL1_01_galF,96.94%,45.97%,truncated;KL1_04_wza,100.00%,1.59%,truncated;KL1_06_wzc,94.44%,5.07%,truncated;KL1_07_wzx,100.00%,23.54%,truncated;KL1_08_wclY,100.00%,87.08%,truncated;KL1_10_wcsS,97.90%,39.89%,truncated;KL1_11_wcsT,100.00%,54.71%,truncated;KL1_12_gmd,100.00%,47.00%,truncated;KL1_14_wcaH,100.00%,13.16%,truncated;KL1_15_wcaI,100.00%,19.80%,truncated;KL1_16_wcaJ,100.00%,54.60%,truncated;KL1_17_gnd,100.00%,51.92%,truncated;KL1_18_manC,97.26%,16.99%,truncated;KL1_19_manB,100.00%,53.73%,truncated;KL1_20_ugd,100.00%,72.94%,truncated;KL40_03_wcpO,93.85%,41.38%,truncated;KL4_04_HG290,87.23%,13.47%,truncated
GCA_900452195.1_36603_F01_genomic	KL61	Capsule null	Typeable	!	96.89%	99.99%	9 bp	19 / 19 (100.00%)	KL61_01_galF,98.60%,80.20%,truncated;KL61_02_cpsACP,95.22%,100.00%;KL61_03_wzi,98.48%,73.58%,truncated;KL61_04_wza,100.00%,69.84%,truncated;KL61_05_wzb,90.00%,28.28%,truncated;KL61_06_wzc,97.32%,32.78%,truncated;KL61_07_wclQ,100.00%,15.87%,truncated;KL61_08_wcuQ,97.96%,100.00%;KL61_09_wzy,97.77%,100.00%;KL61_10_wclP,96.09%,33.08%,truncated;KL61_11_wzx,95.83%,100.00%;KL61_12_wcqZ,97.22%,59.46%,truncated;KL61_13_wcuK,80.00%,4.50%,truncated,below_id_threshold;KL61_14_wbaZ,98.43%,99.22%;KL61_15_wcaJ,98.70%,100.00%;KL61_16_gnd,100.00%,7.69%,truncated;KL61_17_manC,99.58%,100.00%;KL61_18_manB,100.00%,100.00%;KL61_19_ugd,99.74%,100.00%		0		2 / 19 (10.53%)	KL61_17_manC,99.79%,100.00%;KL61_18_manB,100.00%,34.21%,truncated	2	KL4_04_HG290,100.00%,11.46%,truncated;KL150_19_gmd,99.10%,100.00%	KL61_01_galF,98.60%,80.20%,truncated;KL61_03_wzi,98.48%,73.58%,truncated;KL61_04_wza,100.00%,69.84%,truncated;KL61_05_wzb,90.00%,28.28%,truncated;KL61_06_wzc,97.32%,32.78%,truncated;KL61_07_wclQ,100.00%,15.87%,truncated;KL61_10_wclP,96.09%,33.08%,truncated;KL61_12_wcqZ,97.22%,59.46%,truncated;KL61_13_wcuK,80.00%,4.50%,truncated,below_id_threshold;KL61_16_gnd,100.00%,7.69%,truncated;KL61_18_manB,100.00%,34.21%,truncated;KL4_04_HG290,100.00%,11.46%,truncated
GCA_900452205.1_36252_C01_genomic	KL124	Capsule null	Typeable	!	99.76%	100.06%	1345 bp	22 / 22 (100.00%)	KL124_01_galF,99.66%,100.00%;KL124_02_cpsACP,98.56%,100.00%;KL124_03_wzi,100.00%,100.00%;KL124_04_wza,100.00%,100.00%;KL124_05_wzb,100.00%,100.00%;KL124_06_wzc,99.43%,24.41%,truncated;KL124_07_wbaP,100.00%,44.54%,truncated;KL124_07_wbaP,100.00%,6.30%,truncated;KL124_08_wctK,100.00%,11.88%,truncated;KL124_09_wcuP,100.00%,100.00%;KL124_10_wclJ,100.00%,100.00%;KL124_11_wzy,98.65%,77.46%,truncated;KL124_12,100.00%,100.00%;KL124_13_wcuA,99.76%,100.00%;KL124_14_wcaL,100.00%,100.00%;KL124_15_wzx,100.00%,100.00%;KL124_16_gnd,100.00%,31.84%,truncated;KL124_17_wclK,100.00%,7.44%,truncated;KL124_18_rmlB,99.72%,100.00%;KL124_19_rmlA,100.00%,100.00%;KL124_20_rmlD,100.00%,100.00%;KL124_21_rmlC,98.91%,100.00%;KL124_22_ugd,99.74%,100.00%		0		5 / 22 (22.73%)	KL124_03_wzi,99.25%,58.28%,truncated;KL124_04_wza,100.00%,100.00%;KL124_05_wzb,88.49%,98.61%;KL124_06_wzc,100.00%,0.83%,truncated;KL124_07_wbaP,100.00%,24.58%,truncated	2	KL40_05_rfaG,98.41%,99.21%;KL150_19_gmd,99.10%,100.00%	KL124_06_wzc,99.43%,24.41%,truncated;KL124_07_wbaP,100.00%,44.54%,truncated;KL124_07_wbaP,100.00%,6.30%,truncated;KL124_08_wctK,100.00%,11.88%,truncated;KL124_11_wzy,98.65%,77.46%,truncated;KL124_16_gnd,100.00%,31.84%,truncated;KL124_17_wclK,100.00%,7.44%,truncated;KL124_03_wzi,99.25%,58.28%,truncated;KL124_06_wzc,100.00%,0.83%,truncated;KL124_07_wbaP,100.00%,24.58%,truncated
GCA_900452235.1_38109_H02_genomic	KL34	K34	Typeable	!	99.98%	100.01%	8 bp	19 / 19 (100.00%)	KL34_01_galF,100.00%,100.00%;KL34_02_cpsACP,100.00%,83.25%,truncated;KL34_03_wzi,100.00%,100.00%;KL34_04_wza,100.00%,100.00%;KL34_05_wzb,100.00%,100.00%;KL34_06_wzc,100.00%,100.00%;KL34_07_wcaA,100.00%,59.60%,truncated;KL34_08_wcaJ,100.00%,100.00%;KL34_09_rmlB,100.00%,100.00%;KL34_10_rmlA,100.00%,100.00%;KL34_11_rmlC,100.00%,100.00%;KL34_12_rmlD,100.00%,100.00%;KL34_13_wzy,100.00%,100.00%;KL34_14_wclL,100.00%,100.00%;KL34_15,100.00%,100.00%;KL34_16,100.00%,100.00%;KL34_17,99.56%,100.00%;KL34_18_gnd,100.00%,100.00%;KL34_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.80%,100.00%	KL34_02_cpsACP,100.00%,83.25%,truncated;KL34_07_wcaA,100.00%,59.60%,truncated
GCA_900452315.1_38187_F01_genomic	KL38	K38	Typeable	!	99.55%	100.00%	774 bp	17 / 17 (100.00%)	KL38_01_galF,100.00%,100.34%;KL38_02_cpsACP,100.00%,100.00%;KL38_03_wzi,97.08%,100.42%;KL38_04_wza,99.21%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_06_wzc,99.72%,100.00%;KL38_07_wcaJ,99.58%,100.00%;KL38_08_wzy,99.76%,100.00%;KL38_09_wctM,99.64%,100.00%;KL38_10_wcaN,100.00%,100.00%;KL38_11_wzx,99.54%,100.00%;KL38_12_wckS,100.00%,100.00%;KL38_13_wckR,99.71%,100.00%;KL38_14,98.75%,100.00%;KL38_15,99.65%,99.83%;KL38_16_gnd,100.00%,100.00%;KL38_17_ugd,99.74%,100.00%		0		0 / 17 (0.00%)		2	KL40_05_rfaG,98.19%,87.11%,truncated;KL150_19_gmd,98.50%,100.00%	KL40_05_rfaG,98.19%,87.11%,truncated
GCA_900452335.1_37637_H02_genomic	KL71	K71	Typeable	!	100.00%	100.00%	1 bp	21 / 21 (100.00%)	KL71_01_galF,100.00%,100.00%;KL71_02_cpsACP,100.00%,100.00%;KL71_03_wzi,100.00%,100.00%;KL71_04_wza,100.00%,100.00%;KL71_05_wzb,100.00%,100.00%;KL71_06_wzc,100.00%,100.00%;KL71_07_wcaA,100.00%,100.00%;KL71_08_wcaJ,100.00%,100.00%;KL71_09_wcqJ,100.00%,100.00%;KL71_10_wcuP,100.00%,100.00%;KL71_11_wclI,100.00%,45.57%,truncated;KL71_12,100.00%,100.00%;KL71_13_wzy,100.00%,100.00%;KL71_14_wcqK,100.00%,100.00%;KL71_15_wzx,100.00%,100.00%;KL71_16_gnd,100.00%,100.00%;KL71_17_rmlB,100.00%,100.00%;KL71_18_rmlA,100.00%,100.00%;KL71_19_rmlD,100.00%,100.00%;KL71_20_rmlC,100.00%,100.00%;KL71_21_ugd,100.00%,100.00%		0		0 / 21 (0.00%)		3	KL137_18_manC,99.58%,100.00%;KL49_18_manB,99.78%,98.08%;KL150_19_gmd,98.50%,100.00%	KL71_11_wclI,100.00%,45.57%,truncated
GCA_900452365.1_37637_A01_genomic	KL12	K12	Typeable	!	98.53%	99.97%	-7 bp	23 / 23 (100.00%)	KL12_01_galF,99.66%,100.00%;KL12_02_cpsACP,100.00%,100.00%;KL12_03_wzi,100.00%,100.00%;KL12_04_wza,100.00%,100.00%;KL12_05_wzb,100.00%,100.00%;KL12_06_wzc,99.58%,100.00%;KL12_07_wbaP,100.00%,100.00%;KL12_08_wcaA,100.00%,100.00%;KL12_09_wclN,100.00%,100.00%;KL12_10_wclM,100.00%,100.00%;KL12_11,100.00%,100.00%;KL12_12_wzy,100.00%,100.00%;KL12_13_wckF,95.07%,44.95%,truncated;KL12_14_wckG,100.00%,6.47%,truncated;KL12_15_wckH,83.33%,1.72%,truncated;KL12_16_wzx,89.38%,23.74%,truncated;KL12_17_glf,100.00%,100.00%;KL12_18_gnd,100.00%,100.00%;KL12_19_rmlB,99.72%,100.00%;KL12_20_rmlA,100.00%,100.00%;KL12_21_rmlD,100.00%,100.00%;KL12_22_rmlC,99.46%,100.00%;KL12_23_ugd,100.00%,100.00%		0		0 / 23 (0.00%)		2	KL40_05_rfaG,97.88%,99.21%;KL150_19_gmd,98.80%,100.00%	KL12_13_wckF,95.07%,44.95%,truncated;KL12_14_wckG,100.00%,6.47%,truncated;KL12_15_wckH,83.33%,1.72%,truncated;KL12_16_wzx,89.38%,23.74%,truncated
GCA_900452445.1_37637_G02_genomic	KL13	K13	Typeable	!	99.95%	100.00%	0 bp	19 / 19 (100.00%)	KL13_01_galF,100.00%,100.00%;KL13_02_cpsACP,100.00%,100.00%;KL13_03_wzi,100.00%,100.00%;KL13_04_wza,100.00%,100.00%;KL13_05_wzb,100.00%,100.00%;KL13_06_wzc,100.00%,100.00%;KL13_07_wcuD,100.00%,100.00%;KL13_08_wclX,99.74%,100.00%;KL13_09_wzy,100.00%,100.00%;KL13_10_wcuF,100.00%,100.00%;KL13_11_wzx,100.00%,100.00%;KL13_12_wcuL,99.68%,100.00%;KL13_13_wcoW,100.00%,100.00%;KL13_14,99.65%,100.00%;KL13_15_wcaJ,100.00%,100.00%;KL13_16_gnd,100.00%,100.00%;KL13_17_manC,100.00%,100.00%;KL13_18_manB,100.00%,100.00%;KL13_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,99.47%,49.47%,truncated;KL150_19_gmd,100.00%,100.00%	KL40_05_rfaG,99.47%,49.47%,truncated
GCA_900452485.1_37554_C01_genomic	KL8	Capsule null	Untypeable	*!	98.90%	99.99%	0 bp	18 / 18 (100.00%)	KL8_01_galF,82.30%,100.00%,below_id_threshold;KL8_02_cpsACP,100.00%,100.00%;KL8_03_wzi,100.00%,100.00%;KL8_04_wza,99.14%,61.90%,truncated;KL8_05_wzb,99.31%,100.00%;KL8_06_wzc,99.72%,100.00%;KL8_07_wzy,100.00%,100.00%;KL8_08_wcsG,100.00%,100.00%;KL8_09_wcsH,100.00%,100.00%;KL8_10_wcsI,100.00%,100.00%;KL8_11_wcsJ,100.00%,100.00%;KL8_12_wcsK,100.00%,100.00%;KL8_13_wcsL,100.00%,100.00%;KL8_14_wcsM,100.00%,100.00%;KL8_15_wzx,100.00%,100.00%;KL8_16_wcaJ,100.00%,100.00%;KL8_17_gnd,100.00%,100.00%;KL8_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,97.77%,100.00%;KL40_04,99.00%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.40%,100.00%	KL8_04_wza,99.14%,61.90%,truncated
GCA_900452505.1_42842_G01_genomic	KL64	K64	Typeable		99.93%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,99.80%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,99.69%,100.00%;KL64_12_wcoT,99.71%,100.00%;KL64_13_wcsF,99.73%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,99.74%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,99.65%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_900452525.1_37509_C01_genomic	KL1	Capsule null	Typeable	!	92.92%	99.63%	-101 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,95.35%,73.68%,truncated;KL1_03_wzi,33.33%,5.87%,truncated,below_id_threshold;KL1_04_wza,100.00%,29.44%,truncated;KL1_05_wzb,83.87%,28.47%,truncated;KL1_06_wzc,91.67%,5.07%,truncated;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,97.95%,36.03%,truncated;KL1_10_wcsS,91.67%,22.40%,truncated;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,99.72%,93.21%,truncated;KL1_13_wcaG,84.21%,6.94%,truncated;KL1_14_wcaH,84.21%,12.50%,truncated;KL1_15_wcaI,98.69%,41.34%,truncated;KL1_16_wcaJ,100.00%,5.78%,truncated;KL1_17_gnd,99.78%,100.00%;KL1_18_manC,100.00%,16.77%,truncated;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.89%,96.05%;KL150_19_gmd,87.76%,19.46%,truncated	KL1_02_cpsACP,95.35%,73.68%,truncated;KL1_03_wzi,33.33%,5.87%,truncated,below_id_threshold;KL1_04_wza,100.00%,29.44%,truncated;KL1_05_wzb,83.87%,28.47%,truncated;KL1_06_wzc,91.67%,5.07%,truncated;KL1_09_wzy,97.95%,36.03%,truncated;KL1_10_wcsS,91.67%,22.40%,truncated;KL1_12_gmd,99.72%,93.21%,truncated;KL1_13_wcaG,84.21%,6.94%,truncated;KL1_14_wcaH,84.21%,12.50%,truncated;KL1_15_wcaI,98.69%,41.34%,truncated;KL1_16_wcaJ,100.00%,5.78%,truncated;KL1_18_manC,100.00%,16.77%,truncated;KL150_19_gmd,87.76%,19.46%,truncated
GCA_900452625.1_37430_G01_genomic	KL1	Capsule null	Typeable	!	99.17%	99.95%	-11 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,50.66%,truncated;KL1_05_wzb,99.31%,100.00%;KL1_06_wzc,91.67%,5.07%,truncated;KL1_07_wzx,100.00%,17.95%,truncated;KL1_08_wclY,99.34%,46.63%,truncated;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.64%,61.24%,truncated;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	KL1_04_wza,100.00%,50.66%,truncated;KL1_06_wzc,91.67%,5.07%,truncated;KL1_07_wzx,100.00%,17.95%,truncated;KL1_08_wclY,99.34%,46.63%,truncated;KL1_16_wcaJ,99.64%,61.24%,truncated
GCA_900452635.1_37430_F01_genomic	KL66	Capsule null	Typeable	!	98.44%	99.29%	632 bp	20 / 20 (100.00%)	KL66_01_galF,100.00%,100.00%;KL66_02_cpsACP,100.00%,100.00%;KL66_03_wzi,100.00%,100.00%;KL66_04_wza,100.00%,100.00%;KL66_05_wzb,100.00%,59.72%,truncated;KL66_06_wzc,100.00%,100.00%;KL66_07_wbaP,100.00%,1.68%,truncated;KL66_08_wcuI,100.00%,29.63%,truncated;KL66_09_wzy,100.00%,100.00%;KL66_10_wckC,100.00%,49.04%,truncated;KL66_11_wcuD,100.00%,64.96%,truncated;KL66_12,78.57%,3.04%,truncated,below_id_threshold;KL66_13_wbaZ,100.00%,27.03%,truncated;KL66_14_wzx,100.00%,2.57%,truncated;KL66_15,97.26%,20.63%,truncated;KL66_16_wcqF,93.67%,23.94%,truncated;KL66_17_gnd,100.00%,100.00%;KL66_18_manC,100.00%,100.00%;KL66_19_manB,100.00%,100.00%;KL66_20_ugd,100.00%,89.33%,truncated;KL66_20_ugd,97.78%,10.44%,truncated		0		0 / 20 (0.00%)		1	KL150_19_gmd,86.54%,97.90%	KL66_05_wzb,100.00%,59.72%,truncated;KL66_07_wbaP,100.00%,1.68%,truncated;KL66_08_wcuI,100.00%,29.63%,truncated;KL66_10_wckC,100.00%,49.04%,truncated;KL66_11_wcuD,100.00%,64.96%,truncated;KL66_12,78.57%,3.04%,truncated,below_id_threshold;KL66_13_wbaZ,100.00%,27.03%,truncated;KL66_14_wzx,100.00%,2.57%,truncated;KL66_15,97.26%,20.63%,truncated;KL66_16_wcqF,93.67%,23.94%,truncated;KL66_20_ugd,100.00%,89.33%,truncated;KL66_20_ugd,97.78%,10.44%,truncated
GCA_900452725.1_38273_F01_genomic	KL55	Capsule null	Typeable	!	98.66%	99.94%	16 bp	20 / 20 (100.00%)	KL55_01_galF,98.66%,100.00%;KL55_02_cpsACP,93.78%,100.00%;KL55_03_wzi,98.53%,100.00%;KL55_04_wza,100.00%,100.00%;KL55_05_wzb,100.00%,100.00%;KL55_06_wzc,99.11%,47.57%,truncated;KL55_07_wcaA,99.67%,100.00%;KL55_08_wcaJ,99.57%,100.00%;KL55_09_wcpH,99.25%,100.00%;KL55_10_wcpI,96.77%,13.84%,truncated;KL55_11_wzy,100.00%,7.29%,truncated;KL55_12_wcpJ,98.39%,100.00%;KL55_13_wzx,98.36%,74.70%,truncated;KL55_14,98.59%,100.00%;KL55_15_gnd,99.79%,100.00%;KL55_16_rmlB,98.87%,100.00%;KL55_17_rmlA,98.60%,98.62%;KL55_18_rmlD,98.99%,100.00%;KL55_19_rmlC,96.20%,100.00%;KL55_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		3	KL154_17_manC,99.36%,100.00%;KL49_18_manB,87.50%,2.56%,truncated;KL150_19_gmd,99.10%,100.00%	KL55_06_wzc,99.11%,47.57%,truncated;KL55_10_wcpI,96.77%,13.84%,truncated;KL55_11_wzy,100.00%,7.29%,truncated;KL55_13_wzx,98.36%,74.70%,truncated;KL49_18_manB,87.50%,2.56%,truncated
GCA_900461375.1_44787_C01_genomic	KL1	K1	Typeable		99.54%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.31%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900461445.1_44503_B02_genomic	KL1	K1	Typeable		99.51%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.17%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.17%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.57%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900461465.1_33119_A02_genomic	KL57	Capsule null	Typeable	?2!	98.13%	97.91%	n/a	18 / 18 (100.00%)	KL57_01_galF,100.00%,40.60%,truncated;KL57_02_cpsACP,100.00%,100.00%;KL57_03_wzi,100.00%,61.80%,truncated;KL57_04_wza,100.00%,100.00%;KL57_05_wzb,100.00%,100.00%;KL57_06_wzc,97.50%,8.75%,truncated;KL57_07_wcaJ,99.79%,100.00%;KL57_08_wzx,100.00%,100.00%;KL57_09_wckX,100.00%,100.00%;KL57_10_wckW,100.00%,100.00%;KL57_11_wzy,100.00%,100.00%;KL57_12,96.36%,26.65%,truncated;KL57_13_vanT,76.03%,44.17%,truncated,below_id_threshold;KL57_14_wbaZ,100.00%,21.93%,truncated;KL57_15_gnd,100.00%,3.42%,truncated;KL57_16_manC,100.00%,85.14%,truncated;KL57_17_manB,100.00%,40.57%,truncated;KL57_18_ugd,96.72%,18.56%,truncated		0		3 / 18 (16.67%)	KL57_04_wza,100.00%,50.66%,truncated;KL57_05_wzb,100.00%,60.42%,truncated;KL57_16_manC,99.78%,100.00%	1	KL49_18_manB,99.57%,98.29%	KL57_01_galF,100.00%,40.60%,truncated;KL57_03_wzi,100.00%,61.80%,truncated;KL57_06_wzc,97.50%,8.75%,truncated;KL57_12,96.36%,26.65%,truncated;KL57_13_vanT,76.03%,44.17%,truncated,below_id_threshold;KL57_14_wbaZ,100.00%,21.93%,truncated;KL57_15_gnd,100.00%,3.42%,truncated;KL57_16_manC,100.00%,85.14%,truncated;KL57_17_manB,100.00%,40.57%,truncated;KL57_18_ugd,96.72%,18.56%,truncated;KL57_04_wza,100.00%,50.66%,truncated;KL57_05_wzb,100.00%,60.42%,truncated
GCA_900461475.1_44787_F01_genomic	KL1	K1	Typeable		99.53%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.17%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.57%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900461485.1_31136_D01_genomic	KL4	Capsule null	Untypeable	+!	98.17%	98.64%	7317 bp	21 / 24 (87.50%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,100.00%,30.95%,truncated;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,11.11%,truncated;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,100.00%,52.88%,truncated;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,72.73%,7.04%,truncated,below_id_threshold;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,98.56%,92.61%,truncated;KL4_15_wzy,99.50%,95.05%;KL4_16_wcuI,100.00%,40.79%,truncated;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,100.00%,58.53%,truncated;KL4_20_wza,100.00%,62.73%,truncated;KL4_21_wzb,100.00%,63.19%,truncated;KL4_22_wzc,99.73%,52.58%,truncated;KL4_23_wcaJ,96.61%,13.06%,truncated;KL4_24_gnd,88.89%,4.06%,truncated		2	KL1_18_manC,100.00%,48.62%,truncated;KL13_18_manB,90.19%,100.00%	0 / 24 (0.00%)		4	KL40_05_rfaG,98.15%,99.74%;KL105_18_rmlB,85.47%,50.85%,truncated;KL150_19_gmd,98.50%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_03_wcuG,100.00%,30.95%,truncated;KL4_06_wza,100.00%,11.11%,truncated;KL4_08_wzc,100.00%,52.88%,truncated;KL4_11_wzx,72.73%,7.04%,truncated,below_id_threshold;KL4_14_wcuD,98.56%,92.61%,truncated;KL4_16_wcuI,100.00%,40.79%,truncated;KL4_19_wzi,100.00%,58.53%,truncated;KL4_20_wza,100.00%,62.73%,truncated;KL4_21_wzb,100.00%,63.19%,truncated;KL4_22_wzc,99.73%,52.58%,truncated;KL4_23_wcaJ,96.61%,13.06%,truncated;KL4_24_gnd,88.89%,4.06%,truncated;KL1_18_manC,100.00%,48.62%,truncated;KL105_18_rmlB,85.47%,50.85%,truncated
