Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_900636455.1_42166_D01_genomic	O1/O2v2	O1ab	Typeable		98.99%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_900636985.1_45889_C01_genomic	OL104	unknown (OL104)	Typeable		99.59%	99.91%	1 bp	8 / 8 (100.00%)	OL104_01_manC,100.00%,100.00%;OL104_02_manB,99.78%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,99.77%,100.00%;OL104_05_wbdD,99.27%,100.00%;OL104_06_wbdA,99.25%,100.00%;OL104_07_wbdB,99.74%,100.00%;OL104_08_wbdC,98.92%,100.00%		0		2 / 8 (25.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,100.00%,95.65%	0		
GCA_900637945.1_53421_E01_genomic	OL13	O13	Untypeable	-!	91.95%	28.12%	-8696 bp	4 / 9 (44.44%)	OL13_01_rfbB,91.24%,100.00%;OL13_02_rfbA,92.71%,99.65%;OL13_03_rfbD,92.54%,99.66%;OL13_04_rfbC,91.30%,87.50%,truncated	OL13_05_wbbL;OL13_06_wzm;OL13_07_wzt;OL13_08_wbbB;OL13_09_glycosylhydrolase	0		0 / 9 (0.00%)		1	O3b_01_manC,85.99%,100.00%	OL13_04_rfbC,91.30%,87.50%,truncated
GCA_900707015.1_38187_C01_genomic	O1/O2v2	O1ab	Typeable		99.27%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,98.76%,100.00%;O1/O2v2_08_gmlC,99.18%,100.00%;O1/O2v2_09_gmlB,99.69%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,97.66%,100.00%;O3/O3a_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_900707025.1_38273_B01_genomic	O1/O2v1	O1ab	Typeable		98.93%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.05%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.11%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_901420185.1_36340_E02_genomic	O3b	O3b	Untypeable	-	99.78%	23.55%	-9055 bp	2 / 8 (25.00%)	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,97.39%	O3b_03_wzm;O3b_04_wzt;O3b_05_wbdD;O3b_06_wbdA;O3b_07_wbdB;O3b_08_wbdC	0		0 / 8 (0.00%)		2	Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_901420195.1_36340_C02_genomic	O3/O3a	O3/O3a	Typeable		98.52%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,98.61%,100.00%;O3/O3a_05_wbdD,94.49%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,99.74%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
GCA_901420255.1_36005_C01_genomic	O1/O2v1	O1ab	Typeable	!	99.17%	100.03%	2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,67.89%,truncated;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,97.52%,44.79%,truncated;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%	O1/O2v1_02_wzt,100.00%,67.89%,truncated;O1/O2v1_04_glf,97.52%,44.79%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_901420355.1_37419_A02_genomic	O1/O2v1	O1ab	Typeable	!	99.18%	100.01%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,98.68%,37.08%,truncated;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated	O1/O2v1_03_wbbM,98.68%,37.08%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated
GCA_901420375.1_37277_D01_genomic	O1/O2v2	O1ab	Typeable	!	89.73%	100.04%	4 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.52%,100.00%;O1/O2v2_04_glf,23.81%,5.99%,truncated,below_id_threshold;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,76.19%,9.47%,truncated,below_id_threshold;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	O1/O2v2_04_glf,23.81%,5.99%,truncated,below_id_threshold;O1/O2v2_08_gmlC,76.19%,9.47%,truncated,below_id_threshold
GCA_901420425.1_37637_C01_genomic	O1/O2v1	O1ab	Typeable	!	99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated	Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated
GCA_901420465.1_38273_E01_genomic	O1/O2v1	O1ab	Typeable		99.42%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.05%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,100.00%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_901420485.1_36672_D01_genomic	O3/O3a	O3/O3a	Typeable	!	98.26%	100.01%	2 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,53.72%,truncated;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,99.07%,100.00%;O3/O3a_05_wbdD,98.27%,44.21%,truncated;O3/O3a_06_wbdA,97.74%,100.00%;O3/O3a_07_wbdB,94.00%,14.17%,truncated;O3/O3a_08_wbdC,98.74%,43.67%,truncated		0		1 / 8 (12.50%)	O3/O3a_02_manB,97.78%,20.65%,truncated	0		O3/O3a_01_manC,100.00%,53.72%,truncated;O3/O3a_05_wbdD,98.27%,44.21%,truncated;O3/O3a_07_wbdB,94.00%,14.17%,truncated;O3/O3a_08_wbdC,98.74%,43.67%,truncated;O3/O3a_02_manB,97.78%,20.65%,truncated
GCA_901420495.1_36340_A01_genomic	O3b	O3b	Typeable	!	99.45%	100.01%	1 bp	8 / 8 (100.00%)	O3b_01_manC,98.78%,71.13%,truncated;O3b_02_manB,100.00%,21.52%,truncated;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.54%,100.00%;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.40%,100.00%;O3b_07_wbdB,99.21%,100.00%;O3b_08_wbdC,99.73%,100.00%		0		0 / 8 (0.00%)		0		O3b_01_manC,98.78%,71.13%,truncated;O3b_02_manB,100.00%,21.52%,truncated
GCA_901420515.1_37430_D01_genomic	O1/O2v2	O2afg	Typeable	!	98.94%	99.92%	-12 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.68%,80.13%,truncated;O1/O2v2_06_wbbO,94.87%,11.17%,truncated;O1/O2v2_07_kfoC,98.47%,67.91%,truncated;O1/O2v2_08_gmlC,98.85%,72.02%,truncated;O1/O2v2_09_gmlB,99.69%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,95.65%,9.98%,truncated;O3/O3a_02_manB,100.00%,77.61%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,55.68%,truncated;Extra_genes_wbbYZ_02_wbbZ,97.51%,77.70%,truncated	O1/O2v2_05_wbbN,98.68%,80.13%,truncated;O1/O2v2_06_wbbO,94.87%,11.17%,truncated;O1/O2v2_07_kfoC,98.47%,67.91%,truncated;O1/O2v2_08_gmlC,98.85%,72.02%,truncated;O3b_01_manC,95.65%,9.98%,truncated;O3/O3a_02_manB,100.00%,77.61%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,55.68%,truncated;Extra_genes_wbbYZ_02_wbbZ,97.51%,77.70%,truncated
GCA_901420575.1_38109_B02_genomic	O1/O2v1	O1ab	Typeable		98.85%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,97.26%,100.00%		0		0 / 7 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_901420605.1_38389_G01_genomic	O1/O2v1	O1ab	Typeable		99.25%	100.00%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.84%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,97.98%,100.00%;O1/O2v1_06_wbbO,97.88%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_901420645.1_38445_A01_genomic	O1/O2v1	O1ab	Typeable		99.09%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,97.03%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.02%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_901420755.1_38977_E01_genomic	O1/O2v1	O1ab	Typeable		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_901420785.1_39610_C01_genomic	O1/O2v1	O2a	Typeable	!	99.10%	97.85%	1065 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,97.36%,54.04%,truncated;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,100.00%,27.59%,truncated;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		3	O3b_01_manC,100.00%,100.00%;O3b_02_manB,89.59%,53.26%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.53%,79.93%,truncated	O1/O2v1_03_wbbM,97.36%,54.04%,truncated;O1/O2v1_06_wbbO,100.00%,27.59%,truncated;O3b_02_manB,89.59%,53.26%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.53%,79.93%,truncated
GCA_901420795.1_40087_E01_genomic	O1/O2v1	O2a	Typeable		99.20%	100.00%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,97.39%	
GCA_901420815.1_39641_D01_genomic	O1/O2v2	O2afg	Typeable	!	98.89%	99.99%	-1 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.42%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,98.76%,100.00%;O1/O2v2_08_gmlC,96.08%,42.39%,truncated;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,92.31%,66.85%,truncated	O1/O2v2_08_gmlC,96.08%,42.39%,truncated;OL13_04_rfbC,92.31%,66.85%,truncated
GCA_901420825.1_39641_E02_genomic	O1/O2v1	O2a	Typeable	!	98.93%	99.94%	1066 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,97.97%,99.66%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.17%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.01%,81.89%,truncated	Extra_genes_wbbYZ_01_wbbY,99.01%,81.89%,truncated
GCA_901420845.1_38502_A01_genomic	O3/O3a	O3/O3a	Typeable	!	97.74%	100.01%	1 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,100.00%;O3/O3a_04_wzt,82.76%,6.96%,truncated;O3/O3a_05_wbdD,99.44%,100.00%;O3/O3a_06_wbdA,100.00%,100.00%;O3/O3a_07_wbdB,100.00%,100.00%;O3/O3a_08_wbdC,99.73%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,97.39%	0		O3/O3a_04_wzt,82.76%,6.96%,truncated
GCA_901420855.1_38445_B01_genomic	O3/O3a	O3/O3a	Typeable		99.86%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,99.62%,100.00%;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,99.58%,100.00%;O3/O3a_06_wbdA,99.88%,100.00%;O3/O3a_07_wbdB,100.00%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,97.39%	0		
GCA_901420865.1_39888_A01_genomic	O4	O4	Typeable		99.61%	100.00%	1 bp	5 / 6 (83.33%)	O4_01_hydrolase,99.83%,100.00%;O4_02_hypothetical,99.75%,100.00%;O4_03_hypothetical,99.86%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,98.77%,100.00%;O4_06_glycosyltransferase,99.48%,100.00%		0		0 / 6 (0.00%)		4	O12_01_rfbB,97.73%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%	
GCA_901420875.1_36725_A01_genomic	O1/O2v1	O2a	Typeable	!	99.03%	80.25%	-380 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,99.12%,38.05%,truncated;O1/O2v1_06_wbbO,100.00%,10.88%,truncated;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.68%,98.51%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.84%,85.68%,truncated	O1/O2v1_05_wbbN,99.12%,38.05%,truncated;O1/O2v1_06_wbbO,100.00%,10.88%,truncated;Extra_genes_wbbYZ_01_wbbY,99.84%,85.68%,truncated
GCA_901420925.1_39888_B01_genomic	O1/O2v1	O1ab	Typeable	!	99.02%	100.01%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,97.87%,63.82%,truncated;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,99.33%,100.00%;O1/O2v1_06_wbbO,99.47%,100.00%;O1/O2v1_07_kfoC,98.17%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.02%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.31%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	O1/O2v1_02_wzt,97.87%,63.82%,truncated
GCA_901420955.1_40345_C01_genomic	O4	O4	Typeable		99.56%	100.00%	0 bp	5 / 6 (83.33%)	O4_01_hydrolase,99.67%,100.00%;O4_02_hypothetical,99.75%,100.00%;O4_03_hypothetical,99.43%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,98.77%,100.00%;O4_06_glycosyltransferase,99.74%,100.00%		0		0 / 6 (0.00%)		0		
GCA_901420995.1_39888_C01_genomic	O4	O4	Typeable	!	99.42%	100.01%	2 bp	5 / 6 (83.33%)	O4_01_hydrolase,99.39%,58.53%,truncated;O4_02_hypothetical,99.49%,100.00%;O4_03_hypothetical,99.57%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,98.35%,100.00%;O4_06_glycosyltransferase,99.74%,100.00%		0		0 / 6 (0.00%)		0		O4_01_hydrolase,99.39%,58.53%,truncated
GCA_901421045.1_40345_D01_genomic	O1/O2v1	O1ab	Typeable		99.11%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,99.22%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3/O3a_01_manC,99.36%,100.00%;O3b_02_manB,99.33%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_901421095.1_40311_B01_genomic	O1/O2v1	O1ab	Typeable		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_901421105.1_40363_F01_genomic	O1/O2v1	O1ab	Typeable	!	99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%	Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_901421135.1_38502_B01_genomic	O1/O2v1	O1ab	Typeable		99.36%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_901421915.1_38344_C01_genomic	O3/O3a	O3/O3a	Typeable	!	99.96%	99.97%	-3 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,19.54%,truncated;O3/O3a_04_wzt,100.00%,87.24%,truncated;O3/O3a_05_wbdD,100.00%,30.08%,truncated;O3/O3a_06_wbdA,99.88%,100.00%;O3/O3a_07_wbdB,100.00%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.78%,97.39%	0		O3/O3a_03_wzm,100.00%,19.54%,truncated;O3/O3a_04_wzt,100.00%,87.24%,truncated;O3/O3a_05_wbdD,100.00%,30.08%,truncated
GCA_901421925.1_38656_F01_genomic	O1/O2v2	O2afg	Typeable	!	98.89%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,99.61%,100.00%;O1/O2v2_02_wzt,98.78%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,97.98%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,100.00%,11.52%,truncated	O3b_02_manB,100.00%,11.52%,truncated
